tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,9960079187,Carlos Hernández,21081929,37,86,35,21,4,1,4,1,1,1,1,863,1
CC,4213424270,María Cifuentes,12111935,34,93,95,28,2,0,3,0,0,0,1,785,1
CC,8900361216,David Hurtado,24051953,13,64,66,72,2,1,6,0,1,1,0,144,0
CC,7676717352,Manuela Murillo,20121984,48,18,31,30,4,1,4,0,0,0,1,768,0
TI,3895354682,Gabriela Hurtado,22121936,56,4,38,59,1,1,5,0,1,1,0,204,1
TI,5517847716,David Rodríguez,27091998,24,48,33,4,5,1,3,1,0,0,1,401,1
CC,0565606171,Daniela González,26091977,100,11,52,35,6,0,3,1,0,0,0,508,0
CE,6814771510,Sofía Hurtado,24031934,85,36,79,82,2,1,6,0,0,0,1,695,0
CE,5289206363,Juan González,21041934,30,65,28,52,5,0,3,0,0,0,0,183,0
CE,3017996880,Miguel López,12101953,1,10,30,69,2,0,3,1,0,1,0,91,1
TI,0631668777,Marcela Perez,25091910,1,9,44,59,6,0,5,0,1,0,1,832,0
TI,8140239391,Marcela González,27061928,87,86,84,3,4,1,6,0,1,1,0,186,0
CC,7790889114,Manuela Rodríguez,23081932,25,75,32,56,5,1,1,1,1,1,1,367,1
CE,1933436454,Laura Castaneda,24031989,95,71,31,60,1,1,3,0,1,0,0,150,1
TI,3964018077,Miguel González,20021975,46,82,85,68,3,0,4,1,0,1,1,244,0
TI,4042273093,Melissa Rodríguez,28101968,93,84,19,2,4,0,5,1,1,1,0,701,0
CE,4148085496,Manuela Cifuentes,03041980,98,91,26,4,2,0,1,1,0,0,1,424,1
CC,8701472550,Laura Cartagena,27042007,53,13,56,82,3,1,1,0,0,1,0,332,0
TI,3725510417,Marcela Martínez,26091941,39,44,28,20,3,0,1,1,0,1,1,107,1
TI,5182160424,Gabriela Rodríguez,18071927,90,59,93,18,5,1,3,0,0,1,1,476,1
CC,2565632444,Manuela Cartagena,01041943,29,13,70,87,2,1,1,0,0,1,1,384,0
CC,3269252466,Daniela Murillo,05121926,10,47,3,25,2,1,3,1,0,1,0,619,0
CE,5287927898,Marcela Rodríguez,04061925,79,1,28,56,4,1,6,0,0,0,1,163,0
CC,3448522527,David Martínez,17091958,82,53,71,36,5,1,6,1,1,0,0,644,1
CE,2117472188,Manuela García,21011931,44,44,88,47,2,0,6,1,0,0,0,242,0
CE,8484979959,Sofía Hurtado,26072005,10,57,60,70,6,0,5,1,1,0,0,754,0
CC,2747465302,Melissa García,26071938,32,89,28,38,4,0,1,0,1,0,0,812,0
CC,1142932194,Juan Hernández,05061942,69,75,14,38,6,1,5,1,1,0,0,944,1
TI,4311927674,Marcela Martínez,03051982,85,47,23,49,5,1,4,1,1,0,0,787,1
CC,8354488198,Gabriela Cartagena,03081962,85,13,38,60,6,1,2,1,0,0,1,309,1
TI,5682178984,María López,18051976,61,43,65,42,6,0,3,0,1,0,1,403,0
TI,6323052570,Manuela López,04051963,46,22,33,79,3,0,5,1,0,1,0,941,0
CC,1524566962,David González,23061964,43,95,91,80,5,1,2,0,1,0,0,793,1
TI,6706335249,Carlos Cifuentes,20051931,45,64,48,28,5,1,3,1,1,1,1,125,0
CC,8912798983,Carlos García,25031960,58,83,25,59,5,0,4,1,0,0,1,330,1
TI,9246481204,Luis López,10051938,58,70,58,8,6,1,5,0,1,0,1,178,1
TI,0557493855,Juan Martínez,26091945,86,52,100,19,4,1,5,1,1,1,0,859,1
CC,8899847066,María Martínez,27091930,7,90,100,43,3,0,4,1,0,0,1,791,0
