tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,7051685608,Daniela Perez,28072002,7,17,25,62,1,1,5,1,0,0,0,431,1
CE,4679069549,Daniela Murillo,13051993,64,14,66,17,3,1,3,0,1,0,0,454,1
CE,6531941336,Ana Perez,01071978,100,8,94,73,6,0,6,0,1,0,1,884,1
CE,4704577521,Miguel García,15071962,4,90,12,25,5,1,5,1,0,0,0,271,1
CE,1935493631,David Perez,24091929,8,96,90,2,5,0,6,1,1,0,1,870,1
CE,6707271026,Laura López,16081937,69,42,54,37,1,0,4,0,1,1,0,738,0
CC,1598388308,Carlos García,27062000,33,4,84,40,1,1,3,1,1,1,1,580,0
CE,7970873811,Carlos Castaneda,20121986,11,64,61,67,4,1,2,1,0,1,0,401,0
CE,6766889437,Luis Cifuentes,20011930,17,47,51,20,1,1,1,0,1,1,1,876,0
CC,7600775879,Luis Cifuentes,10061974,38,87,53,43,1,1,6,0,0,1,1,586,1
TI,7364928590,Manuela Hernández,01062002,68,9,51,93,2,1,2,1,1,1,1,67,0
CC,2722687983,Laura López,08111973,93,1,29,97,3,0,2,0,1,1,1,256,0
CE,7756487247,Manuela Cifuentes,27061964,40,63,97,96,4,1,2,1,0,0,1,520,0
CE,4493824012,Gabriela Murillo,13081999,87,45,49,45,2,0,5,0,1,1,0,543,0
CE,7494027852,Miguel Hurtado,13011933,63,12,66,81,5,0,4,0,0,0,0,609,0
TI,1321031419,Sofía Martínez,03051937,6,51,48,62,1,0,6,0,1,1,0,101,1
CC,8491100151,Juan Cartagena,12111993,27,68,15,51,3,0,5,1,0,0,1,989,0
CC,2063995182,Juan Perez,18031952,51,92,81,52,4,0,5,1,1,1,0,514,0
TI,4458079861,Melissa Murillo,24091961,76,85,63,93,6,1,3,0,1,1,1,790,1
TI,5232770280,Carlos Murillo,08101981,65,62,6,49,1,1,6,0,0,0,1,347,0
TI,6793525775,Gabriela García,27041911,17,33,46,65,3,1,3,0,0,0,1,755,0
CC,6609607635,Carlos Cifuentes,25111997,25,72,52,3,1,0,1,1,1,1,0,612,1
