tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,0634014276,Daniela López,02011976,76,38,42,12,4,1,2,0,1,0,1,806,0
CC,1789752532,Daniela Perez,16121989,59,5,35,87,4,1,1,1,1,1,1,109,1
CC,9598234008,David Hernández,15091938,19,40,44,13,2,0,1,1,1,1,0,59,0
CE,8051453098,Luis Cifuentes,15091936,46,32,85,59,5,0,6,0,1,0,1,379,0
TI,7250344197,David Rodríguez,06051973,20,61,74,29,2,0,4,1,1,1,0,65,0
CE,1691310659,Juan Perez,20051931,71,56,57,59,6,1,6,0,1,1,1,728,0
TI,2356919029,Gabriela Cifuentes,17091974,32,85,8,17,1,0,1,1,1,1,0,135,0
CE,0267171151,Daniela Hurtado,22062005,4,80,34,21,3,0,5,0,1,1,0,518,0
TI,9207269015,Laura Cartagena,21071928,87,35,46,8,4,0,5,0,1,0,1,508,0
CC,8679870605,Miguel González,02041950,43,84,25,32,6,0,4,0,0,1,1,160,1
TI,3841365984,Luis Murillo,09111994,6,81,63,25,2,1,3,1,0,0,1,512,0
CE,7147046138,Ana Rodríguez,01061936,11,16,30,6,2,1,2,1,0,1,1,897,1
CC,2881179530,Melissa López,05091993,88,78,35,69,6,1,4,0,1,0,0,198,0
CC,8946093056,Ana Cifuentes,08061935,75,75,25,36,4,1,1,1,0,0,1,318,0
CE,0432349828,Sofía Murillo,16021971,45,60,57,25,3,1,2,0,1,1,1,670,0
CE,3173990354,David Hurtado,08082003,45,94,47,96,4,1,1,1,0,0,0,806,1
TI,7469706679,Manuela Martínez,01071957,50,27,86,54,4,1,4,1,1,1,0,486,1
CE,1307844572,Luis Cifuentes,06081960,85,19,14,78,5,0,6,1,1,1,0,494,1
TI,8446165148,Laura Rodríguez,04091992,37,5,17,53,4,1,2,0,1,0,1,636,1
TI,3126853671,Sofía García,08081931,97,12,17,83,1,1,1,1,0,1,0,691,0
CC,8344338551,Sofía Cifuentes,06062020,36,88,60,28,6,0,5,0,0,1,0,680,0
CC,8881954600,Ana García,09082009,77,2,38,2,2,1,5,0,0,0,0,888,0
CE,1299898832,Marcela González,23092002,98,1,50,20,2,1,5,1,1,0,0,795,1
TI,4235473301,Daniela González,02121957,76,4,92,31,5,1,2,0,1,1,1,732,0
CC,9071513032,Miguel García,26041974,48,68,57,32,5,1,6,0,0,0,0,842,1
CC,3313662615,Melissa García,18081973,51,31,98,48,2,1,2,1,0,0,0,27,1
CC,8544109791,María González,28061980,77,23,20,87,6,0,4,0,1,1,0,237,0
TI,1882243670,Daniela Perez,20061971,70,41,15,30,2,0,4,0,0,1,0,179,1
CC,1371378060,Melissa García,19061992,3,99,34,79,4,1,4,1,0,0,1,480,1
CE,2224280526,Manuela Castaneda,02101994,44,15,48,89,4,0,4,0,0,1,0,998,0
CC,9876850702,Melissa Cartagena,14042013,1,97,75,99,4,1,4,0,1,1,1,294,1
CE,5644280229,Ana Hernández,18021970,51,86,41,26,2,0,6,1,0,0,0,685,1
CE,4854496891,Daniela Murillo,25111926,19,63,85,25,6,1,3,1,1,0,0,819,1
CE,2887790599,Ana Castaneda,21111973,20,64,15,85,5,0,6,1,1,1,1,476,1
CE,8985295167,Gabriela Hernández,28051985,41,21,75,12,2,0,4,0,1,1,0,356,1
CE,7335319733,María Castaneda,06021958,1,25,71,29,3,0,6,0,1,1,0,994,0
CC,2916682015,Juan García,23072003,34,36,89,44,6,1,3,1,0,0,1,888,1
TI,1814440345,Gabriela Perez,27031967,80,37,67,33,6,1,3,0,0,1,1,252,0
CC,8300039994,Juan Hernández,27011948,6,14,42,69,5,0,2,1,0,0,0,125,0
CC,9937318623,Miguel Cifuentes,21091987,29,31,100,82,4,1,1,1,1,1,0,384,0
CE,4323884645,María Cartagena,23051901,80,48,16,5,1,1,6,1,1,1,0,660,1
CE,8238722399,María Cifuentes,28051979,71,39,77,12,1,0,5,0,1,0,1,475,0
TI,5717737944,Daniela Castaneda,23051929,100,83,15,8,6,0,3,0,1,1,0,345,0
CE,6936792637,Marcela Hurtado,27082003,22,16,6,11,1,1,3,0,1,0,0,541,0
TI,3408995146,Manuela Rodríguez,06051990,37,35,86,60,6,1,3,1,1,1,0,260,1
TI,4195993502,Juan Rodríguez,22071958,20,67,57,14,5,0,5,1,0,1,1,79,1
TI,8425995098,Melissa Martínez,09011965,50,57,16,18,6,0,4,0,0,0,1,590,0
CC,2875225018,Miguel Rodríguez,10121941,31,18,53,12,6,1,4,0,0,1,0,24,1
CE,0744541210,David Rodríguez,06022000,29,70,91,37,3,0,3,1,1,1,1,505,1
CE,1381164051,Ana Cifuentes,13101989,27,61,98,61,2,0,4,1,1,1,0,608,1
TI,8367657639,Juan Cartagena,23011940,63,88,64,29,1,1,6,1,0,1,0,865,0
CC,7937287956,Carlos Murillo,27071948,8,67,18,3,3,1,3,0,0,1,0,258,0
TI,6383544794,María Cartagena,05121989,51,11,66,41,4,1,2,0,0,0,0,554,1
CE,6221291634,Melissa Perez,07051964,38,66,72,4,3,0,6,1,1,0,0,757,0
CE,2583526850,David López,03121927,64,55,86,58,3,1,3,0,0,1,1,883,0
CE,3731930402,Daniela Hurtado,09092000,4,92,78,21,2,1,3,1,1,0,0,295,0
TI,1599580520,Sofía Perez,16112008,92,89,48,30,1,0,6,0,0,0,1,315,0
TI,8798100579,Ana Martínez,03051995,63,37,76,73,3,0,2,0,0,0,0,633,1
TI,6368910476,Manuela Castaneda,02091924,68,81,5,49,4,1,1,0,0,0,1,457,0
TI,4348793825,Gabriela González,03081966,78,88,17,44,4,0,3,0,1,1,0,171,0
TI,7353484726,Juan Murillo,04121923,33,22,12,83,1,1,6,1,0,0,0,291,1
CC,9329164755,Laura Hurtado,12041945,26,24,78,59,6,1,6,0,1,0,0,417,0
TI,0051570423,Laura Perez,12061976,50,13,77,40,2,0,2,0,0,1,0,349,1
CC,2110029616,María Cartagena,25061979,42,83,87,1,5,0,6,0,1,1,0,715,1
CE,9533372997,Juan García,21122002,30,33,45,3,1,0,5,0,1,1,0,443,1
CC,5833993644,Sofía González,15061955,41,70,4,22,1,0,2,0,0,0,1,43,1
CE,3528747750,Carlos Perez,20111981,92,88,99,4,5,1,3,0,0,1,1,49,1
TI,1952686836,David Perez,23081977,65,80,76,64,4,0,5,1,1,0,0,994,1
CE,5999726128,Miguel Hurtado,08071949,72,71,2,64,4,1,1,1,0,0,1,329,0
TI,9545670427,Sofía Hurtado,18121985,28,33,74,8,4,1,3,0,1,0,1,12,1
CE,8633510815,Manuela Castaneda,10071998,25,38,25,57,6,0,2,1,0,1,1,60,1
CC,3788155818,Marcela Perez,26091975,88,89,100,4,2,1,5,1,1,1,1,844,0
TI,7964483368,María Murillo,19101991,73,75,35,78,3,1,3,1,0,0,0,435,1
CC,6382369423,Juan Hurtado,23091932,16,82,11,20,6,1,1,0,1,1,0,614,1
TI,8506372350,Daniela Castaneda,14021986,60,86,85,9,6,1,5,1,1,0,0,460,0
CC,3937245059,Luis Hurtado,20111955,90,95,22,32,3,0,6,0,0,1,1,147,1
CC,3743448955,Luis García,24022005,70,41,68,74,3,0,3,1,1,0,1,256,0
CE,2842385335,Melissa Hurtado,02121987,93,41,34,89,3,1,3,0,1,0,0,300,0
CC,1460142640,Manuela García,13121957,36,82,77,80,6,1,2,1,0,1,0,938,0
CC,8990598963,Marcela Martínez,27031925,64,45,3,99,6,1,4,1,0,0,0,476,1
CC,4143742803,Ana Hernández,15021973,84,80,100,53,2,1,1,0,1,1,1,610,1
CE,8953092642,Carlos López,15121943,19,48,42,52,2,0,4,0,1,1,1,212,1
TI,0039140977,Manuela García,23101932,39,74,9,78,3,1,5,1,0,1,1,564,1
CE,2179291546,Gabriela López,14071952,33,23,28,85,3,1,3,1,1,0,0,573,1
CC,4501231277,Carlos Cartagena,17081953,24,27,58,32,4,1,3,1,1,0,1,959,0
