tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,4421565391,Manuela González,09011985,36,8,49,13,4,0,1,0,1,0,0,884,1
TI,0459042613,Manuela Castaneda,14011929,57,59,44,1,5,1,4,0,0,0,0,934,1
CE,5355529009,Juan Murillo,14101978,87,8,6,26,4,1,4,1,0,1,1,553,1
CE,1632576167,Marcela Hernández,02091981,78,49,14,55,1,0,2,0,0,1,1,36,0
CC,4388667841,Melissa Cartagena,04051992,49,92,13,83,3,1,3,0,0,0,0,838,1
CE,9491789752,Marcela Hurtado,14101993,5,99,55,72,5,0,2,0,0,1,0,936,0
CC,7656224005,Daniela Murillo,26061944,28,32,76,89,6,0,2,0,1,1,0,197,0
TI,7830968431,Miguel Cifuentes,25101971,61,85,92,52,3,1,1,0,1,0,1,103,0
CE,2787558554,María Castaneda,22111927,73,86,89,11,2,0,3,1,0,0,0,461,0
TI,5608171054,Miguel López,08051936,27,62,16,71,4,1,5,1,0,1,1,368,1
CC,3668732261,Juan González,25042003,44,50,86,4,4,0,5,1,0,0,1,666,1
CC,8917220706,Manuela González,22011973,75,16,70,56,3,1,3,0,0,0,0,370,1
TI,1139378491,Miguel Perez,24111994,72,40,30,38,2,1,5,0,1,0,1,287,1
CE,2907264116,Sofía Hurtado,25021996,47,35,38,1,4,1,6,1,0,0,0,169,0
CE,0131752968,Laura García,20101972,49,45,49,61,1,0,4,0,1,1,0,778,1
TI,5776661086,María García,26121985,90,15,16,76,2,1,1,0,1,1,1,785,0
CE,5239460478,Daniela Cifuentes,24071968,51,100,22,34,3,0,2,1,1,1,1,157,1
CE,5880934116,Gabriela Cartagena,28061970,43,15,2,84,6,1,1,0,0,0,0,29,1
TI,9987384816,Carlos Martínez,11031932,48,72,25,36,2,0,5,0,1,1,1,295,0
CC,3930224225,Gabriela González,13122007,32,9,69,40,3,1,1,0,1,1,0,982,0
CC,2837910087,María Rodríguez,19041930,6,72,8,95,3,1,3,0,0,0,1,8,1
CE,7923672342,Daniela Hernández,20051990,22,37,98,65,4,0,4,0,0,1,1,993,0
CE,7992412269,Ana Hernández,17091972,67,55,75,67,1,1,2,1,1,1,0,680,0
CE,2710453296,Miguel Hurtado,03111960,47,78,92,55,4,1,5,1,0,0,1,211,1
CC,1511911673,Ana García,13041976,47,87,7,52,1,0,4,1,1,0,1,53,0
CE,2797756894,Luis Perez,25031952,24,92,90,84,4,1,6,1,0,0,1,272,0
CE,0304788322,Manuela Martínez,05021927,64,4,27,17,5,0,5,1,0,0,1,408,1
CC,4399634374,Laura Murillo,11081951,36,67,1,90,6,1,3,0,0,1,0,321,1
TI,2377373416,María Cifuentes,15071999,99,89,56,70,2,0,6,1,1,0,1,735,1
TI,8068021151,Luis Castaneda,09012002,62,80,76,91,1,0,2,1,1,1,0,984,0
TI,4914768979,Ana Cifuentes,21111959,94,64,44,71,2,0,6,0,1,0,0,750,0
TI,8781714177,Luis Castaneda,04062003,98,50,46,88,5,1,4,1,1,1,0,600,0
CE,2589751141,Juan García,19072000,84,94,63,54,1,0,4,1,0,0,0,442,0
CE,6078613544,Luis Martínez,02111932,47,69,97,50,4,0,5,1,1,0,0,572,1
CE,6036647541,Gabriela Perez,16021945,60,19,39,57,5,1,2,0,0,1,0,377,0
TI,8571276847,Sofía Perez,14111972,51,44,50,76,6,1,2,1,1,0,0,564,1
TI,9944136895,Ana Murillo,04011986,6,45,5,41,3,1,1,0,0,0,0,335,1
CE,8741463455,Melissa Cartagena,18042006,26,90,23,89,2,0,3,1,0,1,0,592,0
TI,3856355560,Daniela Hurtado,07062003,30,71,48,94,6,0,3,1,0,1,0,963,0
TI,4631299288,Miguel Castaneda,11091974,68,28,20,72,4,1,4,1,1,0,0,120,0
TI,0500091014,Gabriela Martínez,13102007,59,21,80,60,3,1,1,0,1,1,0,618,1
CC,2467330306,Manuela Cifuentes,23112008,19,94,83,68,2,1,4,1,0,0,0,755,0
TI,5230500927,Manuela Cifuentes,21021962,65,13,7,21,5,0,1,1,1,0,0,477,0
CE,4080520301,Daniela Martínez,27061943,8,19,21,34,2,0,3,0,1,0,1,170,1
TI,3613758066,Luis López,08101974,70,2,71,10,3,0,4,1,1,0,0,664,0
CC,6925794412,Melissa López,25011930,32,26,18,89,3,1,2,1,0,0,1,444,0
CE,7590702295,Manuela Martínez,20111951,87,18,50,88,6,0,3,1,1,1,1,402,1
CE,4465151361,Marcela García,06081974,50,61,3,17,2,0,6,1,0,0,1,435,1
TI,8700907175,Marcela Cartagena,09051943,59,29,77,85,3,1,3,1,0,0,1,110,0
TI,2352556545,Melissa Hernández,14121942,56,99,32,60,4,1,5,1,0,0,1,108,1
TI,4460633201,Ana López,04031994,28,53,51,20,6,0,5,0,0,1,1,189,1
CE,6278451481,Laura Cartagena,05091994,4,24,23,57,2,0,2,0,1,1,0,906,1
TI,1201573579,Manuela Rodríguez,25081982,58,42,61,91,3,0,4,1,1,1,1,548,1
CC,9941181611,Manuela Castaneda,17062008,55,46,77,86,4,0,3,0,1,1,0,900,0
CC,9651110296,Melissa López,23081926,62,39,78,56,3,0,4,0,1,1,0,757,1
TI,4039560811,Marcela Martínez,04091980,97,15,30,95,6,1,4,0,0,1,1,436,1
TI,4588102541,Carlos Cartagena,21071989,17,47,44,22,4,0,4,0,0,0,0,543,1
CC,4168174418,Daniela Rodríguez,27031979,86,6,7,59,4,1,4,0,1,0,0,603,1
TI,7102585501,Carlos García,23091961,39,72,94,79,5,0,4,0,1,0,0,728,1
CC,9145647047,Laura González,04031999,68,95,76,12,6,0,3,0,0,0,0,737,0
