tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,4175579967,Luis López,20021920,60,11,25,32,2,0,4,0,1,1,1,339,1
TI,4638723982,Laura Rodríguez,16051930,49,72,8,99,4,1,6,1,1,1,0,648,1
CE,6517168941,Melissa Martínez,07041999,60,40,13,41,1,0,5,0,1,1,0,860,1
TI,1561344699,Manuela González,23011956,31,47,84,86,6,0,6,0,0,0,1,598,1
TI,5882662872,Gabriela González,12042008,17,60,64,90,5,1,4,0,0,1,1,752,0
CE,6987542859,Melissa Cifuentes,21031950,83,79,70,50,5,0,1,0,0,1,1,233,1
CC,1466953210,Miguel Hernández,08071924,84,8,50,17,1,0,5,1,0,0,0,531,1
CE,4451461273,Luis Hurtado,11071979,53,54,43,27,3,0,6,0,1,0,0,944,1
CC,5280943751,Luis Murillo,10061973,61,50,91,97,4,1,5,0,1,1,1,342,1
CE,7629744092,Luis López,06082006,84,87,75,50,2,0,1,1,0,1,0,114,0
CC,1411297612,María López,16051950,82,10,64,94,3,1,5,0,0,1,0,545,0
TI,6091567733,Gabriela Martínez,25061932,37,98,26,15,2,0,1,0,0,0,1,747,0
CC,1219220904,Luis Martínez,14041999,43,56,3,97,3,1,4,1,1,1,0,133,1
CC,4103130546,Luis García,11091988,23,84,7,86,4,0,6,0,1,1,0,208,0
TI,6676076348,Marcela Perez,02042005,81,36,2,77,2,1,6,1,0,1,1,690,1
CE,6633352335,David Perez,10021958,51,79,58,76,4,1,6,1,0,1,1,549,0
CC,3261272921,Daniela Perez,24061946,53,22,26,34,4,1,6,1,0,1,1,236,0
TI,0865960875,Juan Castaneda,17031983,85,9,20,36,3,0,6,1,1,0,1,683,0
TI,9978398570,Ana Hurtado,06031975,99,94,16,10,4,0,1,0,1,0,1,1,1
CE,4736885649,Miguel García,20082005,42,26,18,91,2,0,6,1,0,0,0,197,0
TI,2968790244,Juan Martínez,28091957,62,34,7,24,3,0,3,1,0,1,1,635,0
TI,9872340413,David Murillo,13061962,96,26,93,71,1,0,1,1,1,1,0,25,1
CE,6196492987,Manuela Hernández,18041938,73,7,93,50,1,1,5,0,1,0,1,999,1
CE,0791828556,Luis Cartagena,27041968,42,30,71,39,5,0,1,1,1,0,1,272,0
CC,6257740042,Miguel Perez,21111928,23,88,75,64,4,1,1,1,1,1,1,958,1
CE,5407549507,Luis García,03041954,19,23,5,92,3,1,4,0,0,1,1,834,0
CC,3965675486,Laura Perez,07022005,59,21,6,75,4,0,1,1,1,0,1,492,1
