tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,5241118054,David González,24041968,30,55,44,77,1,1,6,1,1,0,1,386,0
TI,7584102907,Gabriela Murillo,23052008,14,71,46,82,5,1,3,0,1,0,0,703,1
TI,3393415989,David Hernández,18091998,47,97,39,60,4,0,1,0,1,1,0,922,1
CE,0759752249,Ana Rodríguez,07071948,50,32,82,64,4,0,1,0,0,1,1,262,0
TI,7099973691,María Castaneda,16021954,4,50,88,44,3,0,2,0,0,1,0,465,1
TI,1660897241,Marcela Hurtado,07121938,15,53,82,79,5,0,4,0,0,0,0,73,1
CC,9797415565,Laura Cartagena,21061941,77,76,65,27,4,0,6,1,0,0,1,547,1
CE,1669000475,Marcela Cartagena,24021985,19,50,95,27,2,1,2,0,0,0,1,805,1
TI,2066730998,Melissa Martínez,09111958,74,41,57,62,2,1,1,0,1,0,0,314,1
CE,7128880573,Melissa García,08021975,13,37,6,67,6,0,4,1,0,0,0,126,0
CE,6805706754,Carlos Cifuentes,01011953,82,40,90,53,6,0,6,1,0,1,1,447,1
CC,1313184633,Luis Rodríguez,14101935,42,16,5,77,4,0,6,0,0,1,1,385,0
CC,2765735621,Luis González,06041935,81,88,96,90,4,0,5,0,0,0,1,122,0
CE,0399117123,David Hernández,04051996,86,26,22,62,6,1,6,0,1,1,0,615,0
CE,3982491789,Ana García,01051982,34,34,90,63,1,0,6,0,0,1,1,349,1
CE,0796038835,Manuela López,28061946,37,44,59,13,4,1,4,1,1,0,0,143,1
TI,6467120083,Carlos Cifuentes,23111993,84,50,50,38,4,0,1,0,1,1,0,916,1
CE,6850081955,Laura Hernández,10081945,94,7,73,35,6,0,6,0,0,0,1,389,1
CE,7490000356,David García,23081966,7,72,71,45,6,0,1,0,1,1,0,47,0
CE,3592774770,Gabriela Perez,11071971,33,13,98,10,5,1,5,0,1,1,0,329,0
TI,4852870296,Carlos González,24111900,39,99,18,22,4,0,1,1,0,1,1,393,1
TI,9102107878,Luis Cifuentes,01011996,16,91,22,20,2,0,3,0,0,0,1,831,1
CC,1989647736,Manuela Cartagena,08071939,38,10,14,94,4,1,2,0,1,1,0,39,0
TI,1222923874,Luis Martínez,05031934,62,57,79,28,2,1,2,1,1,0,0,244,0
CE,5884353288,María López,12041940,62,89,9,28,4,0,6,0,0,1,1,917,1
TI,1740219825,Luis Hernández,20031942,7,97,28,68,6,0,6,0,0,0,1,363,0
CE,0943521181,Juan Hernández,22121989,66,30,68,53,6,1,4,0,1,1,1,411,0
TI,9030729144,Daniela Rodríguez,09051989,40,24,77,69,6,0,2,0,0,0,1,809,1
TI,7697777150,Sofía García,11012000,75,88,83,32,4,0,6,0,0,1,1,228,0
TI,8672943886,Daniela Martínez,11062001,58,35,68,45,5,1,4,0,0,1,1,475,1
TI,7540870012,Manuela Cifuentes,23022015,21,24,84,17,2,0,2,0,1,0,1,195,1
CE,3764177381,María López,21081972,3,45,63,93,2,1,4,1,0,1,1,627,1
TI,1337867028,Miguel Rodríguez,09051966,5,49,33,52,4,1,3,1,1,0,1,970,1
CE,6039682932,Melissa Murillo,16061960,15,33,52,40,1,1,3,1,0,0,1,893,0
TI,3366402390,Manuela García,20111961,43,75,91,59,6,1,2,1,1,1,0,896,1
CE,8848774576,María Murillo,12041990,16,39,51,25,4,0,5,0,1,1,0,268,1
TI,5966703254,Marcela Hernández,14101978,47,99,66,69,3,1,4,1,1,0,0,313,0
CE,7275170534,Marcela Rodríguez,18021992,9,57,44,15,2,0,4,0,1,0,1,687,1
CE,7573794745,Carlos Martínez,26101933,77,3,92,2,4,1,4,1,1,1,1,904,0
CC,7054965202,Ana Cifuentes,28051963,23,19,47,62,5,0,4,1,1,1,0,60,1
CC,1612931883,Daniela Cifuentes,22011909,82,9,87,20,4,1,3,0,1,0,0,84,1
CC,2572148236,Juan Cartagena,19101952,69,73,92,30,4,1,1,0,1,0,0,470,0
CE,7274761708,Melissa Murillo,03111963,71,87,84,80,6,0,3,0,0,0,0,822,0
TI,6648741752,María González,15121993,56,21,78,87,6,0,1,1,0,1,1,567,1
TI,2984898069,Marcela González,23072001,15,87,23,92,3,1,6,1,1,0,1,810,1
CE,5532867374,Miguel Murillo,09032002,1,10,52,22,2,1,3,1,0,0,0,874,1
TI,6840752514,Juan Cifuentes,06061977,39,51,57,85,4,0,2,1,0,1,0,454,0
CC,5334340051,Marcela Perez,26082007,28,65,20,81,5,1,6,0,1,1,0,186,1
CE,9335060208,Gabriela Hernández,25121964,11,15,60,77,1,0,4,1,1,0,0,870,1
CC,0375574319,Luis Cartagena,23032009,17,99,89,15,4,0,3,1,1,1,0,240,0
CC,8774203861,Juan Cifuentes,06031953,58,46,7,96,2,1,6,0,1,0,0,469,0
TI,4770431455,Marcela López,11011989,37,68,42,72,3,1,4,1,0,0,0,162,0
CC,7824564828,Manuela Cartagena,10041949,81,64,21,63,6,1,2,0,0,0,0,986,0
CC,6143713064,David Rodríguez,09042007,52,58,46,64,6,0,3,0,0,1,0,764,0
TI,2952691105,Miguel García,28121929,9,84,37,98,2,0,6,0,1,1,0,222,1
CC,6216585712,Melissa López,08121942,67,55,76,48,4,0,6,1,0,1,1,866,1
CE,9725155269,Juan Martínez,12031971,74,58,1,30,3,0,5,1,0,0,0,179,0
CC,2027536049,Melissa Martínez,18081980,4,60,3,82,5,0,1,1,1,0,1,544,1
TI,3999529676,María Cifuentes,15081956,50,71,4,90,3,1,2,0,0,0,0,816,0
CC,6022878998,Manuela Castaneda,19021934,23,25,12,20,5,0,2,0,0,1,1,799,0
CE,3588977930,David Hurtado,18092006,36,61,49,76,4,0,4,0,0,1,1,391,1
TI,9804797211,Marcela Cifuentes,21112000,51,22,98,34,5,1,2,1,1,0,1,405,0
TI,7370156465,Marcela Martínez,22111939,68,82,10,71,6,0,4,0,0,1,1,908,0
TI,1864955616,Juan Perez,23121928,43,12,96,15,3,1,3,0,0,0,1,194,1
TI,0084002904,Marcela Hurtado,17071985,46,21,73,1,2,0,2,0,0,0,0,450,1
CE,8740508797,Ana Cifuentes,13052008,41,61,91,40,1,1,1,0,1,1,1,6,0
TI,6466501496,María Cartagena,15011989,74,100,33,94,3,1,1,1,0,0,0,836,1
