tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,1466145462,Ana Cartagena,19031906,70,3,70,35,6,0,1,0,1,0,1,41,0
CE,5539425940,Daniela Cifuentes,21051972,24,11,38,61,4,0,6,1,1,0,0,748,1
CC,0441569767,Miguel Rodríguez,25071957,95,29,14,73,1,1,1,0,1,0,0,697,1
CE,3537712134,Sofía Hernández,14061993,75,34,4,34,5,0,2,1,0,0,0,57,1
CC,8877281030,Daniela López,12011981,7,68,82,84,2,1,3,1,0,0,0,367,1
CC,1955316300,Carlos Hurtado,08061943,90,44,67,42,1,1,1,1,1,1,1,248,0
TI,2818035985,Gabriela Castaneda,06031980,75,94,91,38,1,1,2,1,1,0,0,367,1
CC,9694341683,David Hernández,20011962,44,34,32,46,1,0,3,0,0,0,1,417,0
TI,5314634020,Carlos Hurtado,06111924,43,36,34,99,4,0,6,1,0,1,0,748,1
TI,0493058087,Ana Castaneda,08091963,61,84,89,59,1,0,5,1,0,1,1,216,1
TI,6763850031,Daniela González,09101928,21,63,93,1,4,1,2,0,1,1,1,710,0
TI,3037471601,Miguel Rodríguez,21011934,14,30,70,65,3,1,1,0,1,1,1,593,1
CC,5822922863,Carlos Castaneda,12081924,76,72,60,91,6,1,3,0,0,0,0,275,0
TI,8252491861,Luis Hurtado,24111998,92,63,73,59,1,1,4,0,0,0,0,238,0
CC,4126583924,David Castaneda,19051955,5,1,56,53,1,1,1,1,0,0,0,259,0
CE,9272769678,Marcela Cartagena,06122009,40,5,86,67,1,1,4,0,1,0,0,778,0
TI,8031305325,Juan Martínez,19031990,13,96,87,87,3,0,1,1,0,1,0,713,0
CC,4795495843,Ana Hernández,06031950,37,84,53,34,1,0,5,1,1,0,0,658,1
CC,8754001852,Miguel Martínez,22071979,31,67,80,25,3,1,4,0,1,1,1,259,0
CE,0189144985,Juan López,04061976,5,12,74,40,3,0,3,0,0,1,0,107,1
CC,3524417562,Carlos Rodríguez,06031987,37,61,67,13,3,0,4,1,1,1,1,697,0
CE,0335442539,Laura González,26091981,43,1,5,61,3,1,3,1,1,1,1,501,1
CE,0185222147,Ana Cifuentes,14032006,71,5,36,15,4,1,6,1,0,1,0,533,0
