tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,1609368623,Juan Martínez,14111961,43,42,97,45,4,0,6,0,1,1,1,87,1
CE,8852756152,Marcela Rodríguez,24032005,46,4,63,78,3,0,3,0,0,0,0,436,1
CC,3720199043,Juan Hurtado,13111992,15,22,78,86,6,0,3,1,1,1,0,211,1
CC,9154196044,Luis García,07011943,40,27,40,49,5,1,6,1,1,1,1,257,0
CE,0605479454,Laura Murillo,18091925,70,37,50,27,3,0,3,0,0,0,0,767,1
CE,7283678808,Melissa Martínez,21122003,50,63,46,15,1,1,1,1,1,1,1,199,0
CC,7150634180,Ana Hernández,02122000,46,66,4,91,2,1,2,1,1,1,1,797,0
CC,3413986592,Carlos Martínez,15031993,17,6,47,55,2,0,2,0,1,0,0,931,1
CE,9278080398,Carlos Murillo,08041928,60,95,57,76,1,0,1,0,1,0,1,892,0
CC,4507896732,David Hernández,05051930,13,7,2,35,4,1,5,0,1,0,1,171,0
CE,8360114900,Miguel Perez,07091916,96,36,52,48,1,1,4,1,1,1,0,762,1
CC,8537359563,María Castaneda,15012000,21,89,51,99,2,1,6,1,0,1,1,605,1
CC,7356323000,Juan Perez,07041962,90,10,48,8,6,0,2,1,0,1,0,912,0
TI,1705080414,Juan García,21051947,77,57,15,25,2,1,2,0,0,0,1,202,1
TI,5309412519,Melissa Rodríguez,09071945,26,70,54,88,1,1,4,1,1,0,0,17,1
CE,2651013143,Luis Hurtado,10101975,80,46,61,91,3,0,1,1,0,1,0,489,0
CE,0880185468,Melissa Hurtado,10071993,7,78,61,27,3,1,5,1,0,1,0,387,0
CE,6197914315,Daniela Rodríguez,22121985,90,100,62,52,3,0,6,0,0,0,0,485,0
CC,5624941598,María Cifuentes,13032003,91,55,76,73,4,1,4,0,1,0,0,620,0
CE,4500946564,Ana Hernández,05031957,72,49,98,67,4,1,3,1,1,1,0,683,1
TI,6886885260,Sofía Rodríguez,18121942,87,92,69,38,2,1,1,0,0,1,1,477,1
TI,8332203873,David Cifuentes,24122004,40,83,25,13,4,0,4,0,1,1,0,527,0
TI,1443288847,Ana Murillo,24081987,30,14,2,26,2,0,5,1,1,0,1,321,0
TI,9634996680,David Hurtado,04121930,19,98,42,38,5,0,2,0,1,1,0,988,1
CE,9375799765,Laura Perez,26022002,4,84,83,28,5,0,2,1,1,1,1,630,1
CE,5528011113,Sofía Cifuentes,26031961,82,43,46,15,1,0,6,1,0,0,0,137,0
CC,0988417906,Luis Perez,10081929,97,38,43,1,5,0,5,0,1,1,1,470,0
CE,3652444407,Manuela Hurtado,05101979,98,24,77,75,1,1,2,1,0,1,0,585,1
CC,1058680453,Ana Murillo,02081968,93,27,37,36,1,0,4,0,1,0,1,160,0
TI,7899117281,Ana Perez,04061954,90,76,89,24,3,0,2,1,0,1,0,196,1
CE,1651144478,Luis López,12011982,76,11,26,51,2,1,1,0,1,1,0,694,0
CE,5030293081,Sofía Castaneda,04051999,4,79,24,94,2,0,6,0,0,0,1,679,1
CC,5518081218,Marcela Hernández,21072001,100,17,15,73,4,0,4,0,1,1,1,222,0
CC,8655085275,Luis Castaneda,21101978,41,12,17,91,3,1,2,0,0,1,0,381,1
CC,9949561927,Luis Hernández,14021994,97,36,51,40,5,1,6,0,1,1,1,378,1
TI,5863626451,Melissa Rodríguez,10021958,72,78,54,38,4,1,5,1,0,1,0,382,0
CC,3049132801,Juan Hurtado,22111992,62,12,20,25,3,0,6,1,0,1,0,837,1
TI,2807601180,Juan Rodríguez,19031992,90,95,88,70,4,0,5,0,0,0,0,80,1
TI,1483786322,Daniela Cifuentes,03031951,62,65,49,95,6,0,4,1,0,1,1,586,1
TI,6439228425,Manuela Martínez,11111953,19,22,62,100,6,1,5,0,1,0,1,832,0
CE,7887789770,David Rodríguez,15111955,53,19,5,3,1,1,5,0,0,1,1,24,0
TI,4321023167,Melissa Castaneda,08011990,38,30,3,66,4,1,1,1,1,1,1,939,0
CE,8297175683,Miguel Cartagena,06101987,84,73,45,1,5,1,6,1,0,1,1,385,1
CE,7900487857,María Rodríguez,13021925,73,59,52,55,1,0,6,0,0,0,0,76,0
CC,1141171487,Melissa Cifuentes,21021945,23,38,76,26,6,1,5,0,1,1,1,25,0
CE,1213420803,Melissa Martínez,20081986,99,34,65,90,2,0,6,1,1,0,0,926,0
TI,6006143871,Sofía López,06071924,88,89,19,47,4,0,1,1,1,1,0,920,0
CE,0794720877,Luis Hurtado,22011994,53,1,95,75,3,0,2,1,1,1,1,355,0
CE,7280821730,David Murillo,10111992,42,49,43,30,3,0,3,1,0,0,1,450,0
CC,6530975589,Carlos Hurtado,13011965,25,61,41,54,4,1,6,0,1,0,1,773,1
TI,9589532358,Sofía Hurtado,14031914,91,4,88,69,1,1,5,1,0,0,1,730,0
CC,2709362573,Manuela Castaneda,06121989,42,98,78,91,3,0,6,0,1,0,1,342,1
TI,3699600369,Marcela Murillo,08062009,37,89,51,14,6,0,2,0,1,0,0,195,1
CE,7253758246,Miguel Cifuentes,15071956,7,69,95,20,4,1,5,0,1,1,0,474,0
CC,3490074411,Carlos Murillo,19091954,4,54,37,47,6,0,4,0,0,1,1,806,1
TI,2401213268,Ana Hernández,27062006,9,35,4,27,5,0,2,0,0,0,0,579,1
CE,1748738816,Sofía Hernández,23051938,1,39,13,34,1,1,6,1,0,1,1,773,0
CE,8615458622,Luis González,28031953,35,80,80,84,1,0,6,1,1,0,0,946,0
TI,8695897931,Gabriela López,13061942,87,73,76,64,6,0,4,0,1,1,1,731,1
TI,6350696747,Marcela Castaneda,10101944,78,37,7,47,6,0,6,0,0,0,1,43,0
TI,9903446193,Melissa González,17071905,28,40,11,72,2,0,1,1,0,0,0,948,1
CE,1623365861,Sofía Castaneda,07121961,13,64,2,97,4,0,5,1,0,0,1,954,0
CC,1396245868,Laura García,17121953,33,31,58,17,6,0,5,0,0,1,1,748,1
CE,8590215676,Carlos Murillo,11091950,44,35,57,18,1,1,6,0,1,0,1,401,1
CE,0858942249,Marcela García,05071999,19,46,78,33,1,0,3,1,1,1,1,226,0
CC,4169666227,Marcela Murillo,22041986,66,51,6,67,5,1,1,1,1,0,0,686,0
CE,7823941580,Daniela Martínez,17111942,43,26,85,68,1,0,5,1,0,0,1,948,0
TI,6309925563,Juan González,07042005,72,42,22,3,2,1,3,0,0,1,0,537,1
CE,8647917590,Ana López,12091933,95,69,67,37,3,0,2,1,1,1,1,272,1
CE,8350222817,Manuela Martínez,19081954,36,15,32,14,1,0,1,1,0,1,1,758,1
TI,3445424565,Gabriela Hurtado,13041983,75,45,67,4,2,0,3,1,0,1,0,292,0
CC,0859590371,Luis Perez,06041955,62,33,81,19,6,0,4,0,0,0,1,66,1
TI,2685121642,Juan Martínez,11021956,28,38,21,79,2,1,6,1,1,1,1,279,1
TI,1687375052,Daniela Castaneda,10071970,19,94,50,94,1,0,5,1,1,0,1,37,1
CC,7698418047,Luis Hurtado,13101947,93,51,83,35,4,1,4,1,0,0,0,953,1
TI,5055440669,Gabriela Hurtado,09021987,21,64,21,76,1,1,3,0,1,0,1,890,0
TI,0964411114,Manuela Murillo,07061993,17,13,40,88,5,0,2,0,0,1,1,996,1
CC,7589719923,Marcela Cifuentes,20012004,43,29,90,96,5,0,3,0,1,1,1,232,0
CE,3669197435,Juan Cifuentes,04061977,44,71,79,16,3,1,4,1,0,1,1,890,1
TI,9004614249,Marcela García,14021986,65,43,52,81,4,0,1,1,0,0,0,981,1
CC,9206638993,Miguel Hernández,19041927,51,10,44,40,5,0,6,0,0,1,1,401,1
TI,0010345580,Melissa Cartagena,22061943,21,99,22,81,3,1,5,1,0,1,1,855,1
CC,9703232609,Ana Rodríguez,24031999,62,11,52,27,4,0,1,1,0,1,1,902,1
TI,4424328363,Miguel López,20051996,56,83,19,30,1,0,4,0,0,0,1,897,0
TI,5945150418,Laura López,27091987,53,70,93,59,3,1,4,1,1,1,1,159,0
TI,4077795403,Juan López,24071990,37,64,2,45,1,1,5,0,0,1,1,772,1
CE,6366741468,Luis López,13031992,54,15,83,99,5,1,5,1,0,1,0,819,0
CE,1703625906,Juan Cartagena,02061946,83,81,6,92,4,0,1,1,0,1,1,650,0
