tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,2432041439,Carlos López,19082015,88,80,41,58,6,1,6,1,1,0,0,333,1
CE,1604674804,Daniela García,18091961,35,12,24,95,6,0,6,1,0,1,1,804,0
CC,3805698453,Juan Rodríguez,28071939,91,54,90,16,1,0,3,0,0,0,1,935,0
TI,5163674225,David Rodríguez,15081975,19,89,63,92,6,1,2,1,0,0,0,149,0
CC,6100016956,Melissa Cartagena,26101983,100,38,90,79,5,1,3,1,0,1,1,838,1
CC,4424118273,Daniela Castaneda,06111957,94,71,97,83,5,0,3,0,1,1,0,129,1
TI,1288157192,María Hernández,20111985,79,31,28,12,5,0,6,0,1,0,1,89,1
TI,0977677746,Marcela Castaneda,17071960,94,52,9,64,4,0,4,1,1,0,0,291,1
CE,9084366530,Laura García,09071993,97,10,46,28,4,0,1,0,0,0,0,543,1
TI,0491609926,Manuela Cifuentes,14082000,16,67,5,40,2,0,1,1,1,1,1,410,1
TI,0523840180,Melissa Rodríguez,09011918,23,36,50,56,2,1,6,1,0,0,1,923,1
CC,1350543769,David Perez,02121943,11,22,60,32,5,0,6,0,0,0,1,111,0
CE,2780230438,Daniela Castaneda,19121989,70,82,68,10,1,1,4,1,0,1,0,18,1
CE,9313207843,Gabriela Cartagena,09041974,73,7,29,62,5,0,6,1,0,1,1,420,0
TI,7350433929,Laura Murillo,26111978,38,97,14,24,6,0,1,1,0,0,0,795,0
TI,3458806494,Manuela Martínez,07041950,20,36,32,45,5,1,1,1,0,1,1,999,1
CE,7500445639,Gabriela González,27101965,29,61,13,30,1,0,5,1,0,0,1,103,0
TI,3825549291,David Perez,11121964,12,23,28,84,1,0,5,1,0,1,0,546,1
CE,7575480677,Laura López,18121957,55,38,4,35,5,1,5,0,1,0,0,875,1
CC,9605745983,Manuela Martínez,15081998,53,29,93,2,1,1,4,0,0,1,1,105,0
CE,0678349928,Marcela Martínez,02061960,96,69,96,65,3,0,6,1,1,0,1,947,0
TI,7258831930,Gabriela Perez,18091936,45,74,41,10,6,0,1,1,0,0,1,764,1
CC,4031761734,Miguel López,11011932,30,6,36,34,5,0,3,1,0,0,0,23,0
CE,2088834280,Manuela López,27051937,82,23,43,96,6,1,1,1,1,1,0,137,1
CC,3650588850,Luis Martínez,11031942,82,85,88,33,2,0,2,0,0,0,1,269,1
CC,1756230354,Luis Cartagena,18011997,65,31,52,47,3,0,5,0,1,1,0,133,1
CC,6003753683,David González,24121940,78,47,85,94,5,0,4,0,1,1,0,492,1
CC,1921954439,Melissa González,21121981,96,79,71,16,1,1,3,0,0,1,0,185,1
CC,0568132713,Manuela Hernández,15011946,76,50,25,67,3,1,6,0,1,1,0,936,0
CE,9416439105,Daniela Martínez,12041940,4,22,94,29,5,0,4,1,1,1,1,607,1
TI,9633988199,Ana González,23021991,70,63,96,44,3,0,1,1,1,1,0,876,0
TI,7106655927,David Perez,02061955,60,84,79,4,3,1,6,0,1,0,0,494,1
CE,8279271618,David López,04031933,54,8,38,54,1,0,3,0,0,0,1,435,1
CE,4773401715,Carlos Hernández,11051963,28,33,2,58,2,0,5,1,0,0,1,414,0
TI,4405930427,David Perez,20052003,10,57,22,84,2,1,5,0,1,0,0,487,0
CC,0771664975,María González,17071975,62,50,96,73,5,1,5,1,0,0,0,437,0
CE,2504898937,Luis Rodríguez,16011991,46,29,54,42,5,0,2,0,1,0,1,725,0
TI,4651466298,Gabriela Castaneda,08091984,90,17,1,20,5,0,4,1,0,0,0,822,1
TI,4048289429,Manuela Rodríguez,14081931,19,40,20,8,3,1,4,1,0,1,0,684,1
CE,1119709294,Gabriela Rodríguez,15121977,11,18,56,66,5,1,3,0,0,0,1,298,0
CE,3237075866,Daniela Cartagena,12032003,11,50,17,27,6,1,1,0,1,1,0,94,0
CC,1069054474,Sofía González,01092005,46,83,27,12,1,1,1,0,0,1,0,186,1
TI,7269402203,Gabriela González,18122007,98,22,53,50,5,0,1,1,1,0,0,430,0
CC,6785565480,Gabriela González,17121992,65,65,43,50,5,1,1,0,1,0,0,672,1
CE,0321748328,Melissa Murillo,07071956,31,29,19,29,5,0,3,1,0,0,0,48,0
