tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,7299469861,Manuela Rodríguez,22022022,85,35,65,12,1,0,5,1,0,1,0,614,1
CE,8074262050,Daniela Cifuentes,20091930,79,77,44,90,2,0,6,0,0,0,0,486,0
CC,0534188122,Manuela Cifuentes,21041940,80,74,50,5,4,1,3,0,0,0,0,732,1
CC,6652833949,David Rodríguez,11062004,83,99,62,50,4,0,6,0,1,0,1,987,0
CE,8941589738,Melissa García,10021939,13,47,50,65,1,0,1,0,1,1,0,17,0
CE,3516990993,Juan Castaneda,02021927,68,73,57,65,4,0,3,1,1,1,1,253,0
CE,6841865407,Sofía Martínez,04051927,61,14,2,39,6,0,1,0,1,0,0,520,1
CE,6603698775,Luis Hurtado,02071964,10,64,12,58,1,1,4,0,0,0,1,23,0
CC,5555554151,Sofía Cartagena,02091962,65,66,35,56,6,0,6,0,1,0,1,459,1
CE,8800379986,Luis García,16051993,54,80,72,99,6,1,3,1,0,1,1,69,1
CC,4475678841,Miguel Cartagena,10071925,85,85,61,81,1,1,4,0,0,1,1,432,1
CC,8582198637,Miguel Hernández,25021973,39,31,40,31,1,0,1,0,0,1,1,960,1
TI,3607439611,Gabriela Perez,03121992,56,88,70,85,3,1,6,1,1,1,1,200,0
TI,2103055270,David Perez,26101925,3,98,56,85,1,1,4,1,0,0,0,742,1
TI,6662328245,Manuela García,18121945,60,5,100,19,1,1,6,1,0,0,1,964,1
CC,9516269830,Sofía Martínez,16011942,44,19,9,86,4,1,6,0,1,1,1,869,0
TI,9399887026,David González,23021936,36,94,18,25,5,0,2,1,0,1,1,364,1
CC,7547126921,David Hernández,03011951,96,68,55,21,5,0,6,0,1,1,0,69,0
CC,9937948148,Luis Perez,09101952,9,74,62,92,5,1,3,0,1,0,1,170,1
CE,1500208424,David Rodríguez,15122005,67,44,11,84,4,1,6,1,0,1,0,565,0
CC,0380352531,Laura Hurtado,16031920,20,53,94,60,5,1,6,1,0,1,0,809,1
CE,6307469940,Melissa Cartagena,07071973,83,63,26,11,2,1,3,1,0,0,0,953,1
CE,8896032970,Sofía Castaneda,14021926,48,71,72,82,6,0,3,1,0,0,0,890,0
CC,5959300959,Luis López,04011977,27,31,37,67,6,1,6,0,1,1,0,705,1
CE,2945952576,Melissa García,17051984,78,89,99,36,1,1,4,1,1,1,0,698,1
CC,4502023433,Daniela González,04121934,32,1,82,18,1,1,2,0,0,1,1,960,1
CE,0063625276,Daniela Perez,03071994,12,60,21,6,1,1,6,1,1,1,1,738,0
CE,0765758690,Sofía Cifuentes,04042002,75,92,86,66,4,1,6,1,1,1,1,149,1
CE,0255653700,Sofía Castaneda,23111944,26,63,99,17,2,0,1,0,0,1,0,705,1
CE,2405894682,Sofía Castaneda,16091982,99,96,80,12,5,1,5,1,0,1,1,649,1
CC,9766589478,María Murillo,12081980,45,1,53,29,5,0,4,0,1,0,1,741,1
CC,6280568132,Ana García,25051958,65,89,15,20,2,1,4,1,1,0,0,300,0
TI,1646351339,Laura Cartagena,26061973,61,41,39,85,1,1,5,0,1,1,1,620,1
TI,2123754143,Carlos García,13111970,53,20,7,54,4,1,4,0,0,0,1,335,0
CC,7539963248,Miguel Hernández,09011990,78,9,77,25,3,0,3,1,0,1,1,38,0
TI,1957561416,Sofía Hurtado,02011947,4,87,1,22,4,0,6,0,0,0,0,943,1
TI,6376899233,Marcela Perez,08031989,92,78,30,52,6,1,1,0,0,1,0,797,1
CE,0692404163,Luis Perez,28031992,38,79,34,59,4,0,1,1,0,1,0,559,1
TI,4738133134,Laura Hernández,02111967,62,100,58,94,2,1,6,0,1,1,1,754,0
TI,0165248141,Laura Castaneda,23121988,64,67,41,35,5,1,4,0,0,0,0,257,0
CC,5428326102,Ana García,08021984,92,71,77,80,5,0,6,1,0,0,0,848,0
TI,4636662047,Juan Martínez,10021994,87,60,74,27,4,1,3,0,0,1,0,390,0
CC,4690930887,Juan Hernández,19081979,89,64,92,92,3,0,3,0,0,1,0,858,0
CE,2169401884,Gabriela López,24081949,82,52,100,22,6,1,6,0,1,0,1,883,0
TI,4489094594,Gabriela García,04061972,3,24,84,75,4,0,2,0,1,1,1,366,1
CC,7661313199,María Cifuentes,17101957,23,90,78,4,6,0,5,0,0,0,0,611,0
CC,7017328693,Sofía Castaneda,07061995,92,39,26,38,5,0,2,1,0,1,0,919,1
CC,4606900095,Ana Cartagena,05111984,42,16,74,9,6,1,3,1,0,1,0,264,1
CE,9167658226,Melissa López,20102007,62,70,41,50,2,1,1,1,1,0,1,784,1
TI,6673430682,Carlos Murillo,08021951,43,60,26,69,1,1,3,1,0,1,0,844,1
TI,5077437333,Melissa Cifuentes,01101996,89,66,84,14,4,1,3,0,1,1,1,807,1
CE,3927479748,Luis González,13071924,35,77,60,96,5,0,4,0,0,1,0,308,1
CC,1513856099,Daniela López,18041999,72,49,28,88,5,0,2,1,1,0,0,799,1
CC,4745176843,Juan Rodríguez,12101954,58,19,53,96,1,0,1,1,1,1,0,768,1
CE,9242875609,Gabriela Hurtado,26051975,51,10,93,85,2,0,3,0,1,0,1,549,1
CC,0617325167,Laura López,12071957,39,34,14,53,2,1,3,1,1,1,1,694,1
CE,7169425046,Miguel González,22091985,75,98,90,48,4,1,6,1,1,0,1,407,1
CC,9567225790,Juan Perez,28031965,57,63,58,90,6,1,2,0,0,1,1,137,1
CE,6266407005,Laura Martínez,06071980,79,83,47,58,1,1,6,1,0,1,0,478,1
TI,9913625166,Marcela García,07011986,52,63,31,78,5,0,1,1,0,1,1,79,0
CE,3184697880,Luis Cartagena,15101933,10,47,87,71,2,1,4,0,0,0,0,867,0
TI,3127421765,David Castaneda,18021968,16,83,15,89,1,0,3,0,0,0,1,571,1
CE,7692701687,Ana Cifuentes,26091945,73,61,16,90,6,1,1,0,0,1,0,271,1
TI,6260877935,Melissa López,03071979,8,70,90,52,3,1,1,0,1,1,1,686,1
TI,2531148643,Luis Rodríguez,02101959,98,26,93,77,5,0,4,0,1,0,1,346,0
TI,3713381973,Luis García,19051975,90,30,21,83,2,1,6,0,0,0,0,486,0
TI,4345473462,Daniela García,03051925,57,72,92,31,2,0,1,0,0,0,0,571,0
CE,1214264103,Juan Hurtado,25041949,71,23,50,40,5,0,1,0,1,1,1,250,1
CC,5160510504,Juan Hernández,16011987,37,93,38,73,1,0,5,1,1,0,0,825,1
CC,8339864843,María Hernández,20101940,63,83,94,66,1,0,5,1,0,1,0,124,1
CE,7078192519,Laura García,24091983,48,13,1,37,5,0,3,0,0,1,1,666,0
CE,4331161774,Laura Hurtado,04081958,22,67,50,51,4,0,4,1,0,1,1,475,0
CC,1970161766,Sofía Castaneda,02041977,84,28,42,66,2,0,6,0,0,0,1,642,0
CC,5289219020,Marcela Cifuentes,08041945,80,54,64,65,5,0,3,0,1,0,0,343,1
CE,2427639112,Juan Perez,19012002,3,47,71,95,5,1,1,1,0,0,1,172,1
TI,1463032456,Carlos Murillo,08091951,21,5,7,84,4,1,5,0,1,0,1,517,1
CE,7562809237,Miguel Perez,04021964,69,50,83,41,3,1,6,0,0,0,1,217,1
CC,6083326930,Juan Rodríguez,16081984,69,89,51,1,3,0,1,0,0,1,1,195,1
TI,0846239292,Juan Cartagena,18011952,48,3,52,15,2,1,6,1,1,0,1,196,0
TI,7804073231,Manuela Hurtado,13091931,71,50,89,87,5,0,2,0,1,1,0,163,0
CE,8242594030,Laura Perez,18121954,87,14,62,78,1,0,3,0,1,1,0,982,0
CE,4887701222,David Hurtado,18011951,94,71,81,20,2,0,1,0,1,1,0,403,0
TI,9843805129,Luis Cartagena,18081975,6,88,55,73,4,0,2,0,0,0,0,289,1
CC,7765312605,Daniela Cartagena,21041966,94,16,29,49,1,0,2,0,0,0,0,356,0
CC,3484916093,Luis Rodríguez,04091934,79,69,71,60,1,1,5,1,1,1,1,678,0
CC,4262810722,Daniela Martínez,13101949,4,19,65,91,4,0,4,1,0,1,1,731,0
CE,5196781264,Luis Perez,20101983,83,32,50,42,3,0,2,1,1,0,1,687,0
CC,1523681927,David Cifuentes,23031998,97,83,69,19,4,1,1,1,1,1,1,813,0
CC,7622309183,Sofía Perez,14091959,60,16,23,40,2,0,4,0,0,0,1,316,1
