tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,4013869442,David González,19051918,56,67,50,78,6,1,5,1,0,1,0,837,1
CE,7600192646,Miguel Perez,04021986,89,28,78,86,4,1,1,1,1,1,1,806,1
TI,1850354536,Melissa Perez,18111985,46,25,100,74,5,0,1,0,0,0,1,604,0
TI,4373100461,María Rodríguez,12031951,86,65,1,47,3,0,3,0,0,0,1,957,1
CC,9205162039,Carlos Rodríguez,18051928,38,40,25,62,3,0,5,1,1,1,1,999,1
CC,4286564040,Laura Hernández,03011975,97,27,19,89,2,1,5,1,0,1,1,954,1
CE,8607137107,David Murillo,13071990,4,78,98,25,4,0,4,1,0,0,0,746,1
CC,4498851285,David González,12061995,35,59,68,25,6,1,3,1,1,0,0,447,1
CE,5063802242,Sofía Castaneda,11112004,83,74,34,89,2,1,1,1,0,0,1,786,1
CE,0465310207,Daniela Martínez,09051938,76,9,26,9,1,0,3,0,1,0,1,211,1
TI,5396367662,Daniela López,05101981,96,3,87,21,3,1,1,0,0,1,1,73,0
CC,1990441992,Carlos Murillo,22041931,24,39,92,50,3,0,4,0,0,0,0,833,1
TI,4222517121,Juan Hurtado,02021966,60,53,96,9,4,1,6,1,0,0,1,669,1
CC,8869831418,Melissa Perez,06121971,29,26,66,30,2,1,6,0,0,0,1,404,0
TI,7265740838,Ana Castaneda,20061945,65,68,13,94,2,1,2,1,0,0,0,692,0
CE,8393677731,Miguel González,10121975,82,39,96,48,3,0,1,0,1,0,1,435,0
CC,9410823933,Sofía Murillo,17121958,28,34,33,18,4,1,1,0,1,0,1,673,0
CC,3587531965,Miguel Martínez,13061958,75,77,96,98,3,1,5,1,0,0,1,634,0
CE,2018793037,Carlos Cifuentes,28081939,33,46,2,55,3,0,6,1,1,1,1,145,1
TI,8169821626,Gabriela González,28041982,76,60,77,86,3,0,4,1,0,0,0,348,0
TI,7947274527,Carlos González,21081969,40,33,32,8,4,0,1,1,1,1,0,576,1
CC,2262983438,Melissa López,05101943,11,90,90,85,2,1,2,0,0,0,0,615,0
CC,1280052419,Luis Castaneda,13101927,15,76,36,49,4,1,1,1,0,0,0,609,1
CC,9389517893,Gabriela González,09022000,68,35,88,38,3,1,3,1,0,0,0,102,1
CC,6243344278,Juan Cifuentes,22112005,79,38,53,46,5,0,2,1,0,1,1,220,1
TI,5466109969,Melissa González,07041955,83,55,46,70,6,0,6,1,1,1,0,65,1
CC,2611329223,Ana González,22021929,89,80,13,76,5,1,5,1,1,0,0,30,0
CC,7250297500,Daniela Cartagena,18092002,85,8,59,78,6,0,3,1,1,1,1,291,1
TI,8830934802,María Cifuentes,05022008,39,27,96,31,2,1,3,1,1,1,1,537,1
TI,7816793253,Gabriela González,26071965,11,48,18,98,6,0,3,0,1,1,0,819,1
CC,6788915158,Juan Perez,23121940,1,9,47,26,5,1,4,0,1,1,0,235,1
CC,2097000843,Juan Castaneda,07091985,3,54,49,84,2,0,6,0,1,1,1,982,1
CC,1971531757,Gabriela Cartagena,04081960,89,15,78,8,5,1,6,0,1,1,1,366,0
CC,4108018661,Gabriela Murillo,24061964,57,44,85,66,2,1,3,0,0,1,1,816,1
TI,9115638733,Sofía Cifuentes,10011928,76,100,35,54,1,0,2,0,1,0,0,993,0
CC,4098233082,Juan Castaneda,03031952,35,9,95,46,3,0,6,0,0,1,1,848,0
CE,2734776249,Juan Cifuentes,28051933,76,58,85,77,1,0,6,1,1,0,1,621,0
TI,5963152302,Marcela Cartagena,09011976,65,71,80,5,5,0,1,1,1,1,0,872,0
TI,0249551229,Juan Perez,26121947,89,94,53,81,1,0,4,1,0,0,1,444,0
CC,4046307368,Gabriela Murillo,21081989,86,44,47,23,6,1,5,0,1,0,1,93,0
TI,0238412564,Luis Hurtado,19071925,98,88,55,49,2,1,2,1,0,1,1,59,0
CC,3142082197,Manuela Perez,18091998,54,48,6,79,4,0,2,0,1,1,1,729,1
TI,5785128810,Laura Hernández,22071938,1,11,32,36,2,0,6,0,0,0,0,917,0
TI,7582455130,Gabriela Hurtado,02041924,54,58,95,64,4,0,3,1,1,0,0,171,1
