tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,2594755372,Manuela Perez,02031933,95,36,57,45,6,1,2,1,1,0,1,985,1
TI,0626841522,Melissa Cartagena,06041967,59,17,55,27,1,1,4,0,0,1,0,107,0
CC,2432051249,Carlos Rodríguez,11041965,49,25,95,25,4,0,1,1,0,0,0,816,0
CE,9872515749,María Castaneda,16041948,30,95,68,57,1,1,2,0,0,1,0,562,1
CC,6064183043,María Perez,25041924,42,66,21,9,5,1,4,1,0,0,1,718,1
TI,5338904475,Marcela González,09051975,16,57,19,80,3,1,6,0,1,0,0,479,0
CC,4716486784,Miguel García,19032004,81,77,94,78,3,1,1,0,0,0,0,939,0
CE,8967477466,Manuela López,15062006,71,44,43,45,6,1,6,1,0,0,1,755,1
CC,1166715096,Ana Hurtado,16012000,17,1,46,66,4,0,1,1,0,1,0,467,1
TI,1573994509,Carlos González,20031958,28,5,55,2,5,0,2,0,0,0,0,422,1
CC,8375750367,David Rodríguez,25081988,85,36,61,10,3,1,2,0,0,1,0,903,1
TI,3758985812,David Martínez,08121951,96,40,62,73,3,1,4,1,0,0,1,541,0
TI,6757275277,Luis Rodríguez,05062008,81,60,63,33,2,0,6,1,0,1,0,149,1
CC,4552312879,Manuela Perez,12041962,99,59,28,95,2,1,2,0,0,0,1,917,0
TI,1036990328,Carlos González,28031941,49,65,39,57,3,1,5,0,1,1,1,417,0
CE,4398572004,Miguel Murillo,03111944,14,70,31,61,3,1,1,1,1,1,1,680,1
CE,5285100044,Marcela García,09091954,6,8,97,52,1,1,4,0,1,0,1,665,1
TI,3175491086,Laura García,02111956,43,74,56,58,4,0,2,1,1,0,0,618,0
TI,7108341117,Juan Cartagena,14061952,25,58,81,62,4,1,2,0,1,0,1,648,0
CC,4678331118,María González,08021968,8,24,39,18,2,1,2,0,1,0,1,672,1
CE,4694789624,Daniela Perez,22011995,58,15,22,92,6,1,6,0,0,0,1,852,0
CC,5713755637,Daniela Perez,20111947,4,6,90,92,5,1,6,1,0,1,1,787,0
CC,9598922959,Ana López,26071946,91,62,78,36,3,1,3,0,0,0,1,499,1
TI,1808011607,Carlos García,28041978,33,75,88,85,4,1,3,1,1,0,1,878,0
CC,5963029753,Sofía Murillo,15041940,29,11,69,61,4,0,6,1,1,0,1,71,0
CC,5946645530,Miguel Cartagena,23051953,47,7,49,76,3,1,3,0,1,0,1,393,0
TI,7431323351,Carlos Martínez,04071954,88,24,81,78,2,1,1,0,1,0,1,775,1
CC,0655768997,Daniela Cartagena,14041945,9,25,92,99,2,1,3,0,1,1,1,658,0
TI,4072448518,Juan Hurtado,17081928,69,10,84,15,3,1,4,1,1,0,0,817,1
TI,6313026920,Luis García,03121982,40,37,98,61,3,0,2,0,0,0,1,81,0
CC,4674427557,Miguel Murillo,19011916,32,64,45,30,6,1,2,0,0,0,0,855,1
CC,4082412180,Ana Castaneda,28031952,22,81,92,88,5,0,3,1,1,0,1,360,0
CC,0591818646,Ana Rodríguez,27071924,81,77,78,2,5,1,5,0,0,1,0,102,1
CC,6588124778,David López,12041974,66,97,17,38,4,0,2,0,0,0,1,111,0
TI,0458780350,David Cifuentes,17091956,77,22,41,75,2,1,1,0,0,0,0,507,1
TI,3164390741,María Castaneda,16091983,14,79,41,85,4,0,1,1,1,0,0,916,0
