tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,8363999092,Manuela Murillo,28091978,11,59,33,35,4,0,4,1,1,1,0,743,0
CC,3781100913,Laura Perez,02052004,24,20,2,91,4,0,1,1,1,0,0,237,1
CC,6644984327,Daniela Martínez,06091943,62,13,86,49,3,0,4,1,1,1,0,647,1
CC,1931170795,Melissa Martínez,09111957,33,90,43,28,5,0,3,0,1,1,1,794,1
CC,2640281943,Miguel García,03091968,24,21,56,28,2,1,4,0,0,1,0,551,0
CC,2199749900,Miguel Cifuentes,26081945,90,85,67,36,4,0,5,0,1,0,1,763,0
CE,5291638994,Laura Castaneda,01081984,73,85,91,31,1,0,6,1,1,0,1,634,1
CE,9610698407,Ana Hurtado,01021953,78,59,58,24,4,1,1,0,1,1,0,65,0
CC,1572310942,Miguel García,14031930,82,20,86,24,6,1,2,1,0,1,0,694,0
CC,3026368135,Marcela Hernández,20022001,45,74,78,15,1,0,2,0,0,0,1,884,1
TI,4208086065,Daniela Rodríguez,28012017,5,44,26,94,2,0,1,0,0,0,0,742,0
TI,3398625069,Marcela González,14061985,14,100,43,99,3,0,4,1,1,0,1,725,1
TI,3321034875,Juan González,28031943,4,65,41,60,5,0,4,1,0,1,0,460,0
TI,3818397477,Manuela López,12071978,57,61,67,63,5,0,5,0,0,1,0,888,0
CC,3646266496,Manuela Martínez,07011961,3,24,7,12,5,0,5,1,1,0,0,55,0
CE,2454262482,Luis García,13011958,29,11,91,69,3,1,6,1,1,1,1,628,0
CC,3865947374,Gabriela Murillo,06021949,12,3,15,90,4,1,1,0,0,1,0,495,0
CC,0130944145,Melissa Murillo,14061997,51,22,47,44,4,1,5,1,1,1,0,716,0
CE,7106981416,María González,17011987,15,61,64,64,3,1,2,1,0,1,0,276,0
CC,3465374760,Gabriela Cifuentes,08011980,24,66,57,68,6,1,3,1,1,0,0,413,1
CE,9342581496,David López,28101956,70,60,67,61,2,0,6,1,1,1,0,844,1
TI,8045964739,Gabriela Hernández,26021946,63,45,43,37,4,0,1,1,1,1,0,35,1
TI,7411357768,Carlos García,01011940,93,54,24,74,3,0,5,1,0,1,1,951,1
TI,1673891254,Melissa Castaneda,22051966,100,43,71,65,3,0,5,0,0,1,0,750,0
CC,4754698067,Manuela Hernández,25012002,87,26,64,93,5,0,4,0,1,0,1,675,1
CC,5276881476,Luis Martínez,13011938,29,88,76,60,3,1,4,1,1,1,0,921,0
CE,2657392431,María García,17011974,90,39,96,90,6,0,3,1,0,1,1,89,1
CC,7058340777,Luis Cifuentes,13101953,34,89,98,58,3,0,1,1,1,0,1,307,0
TI,4069360090,Sofía Hernández,15102002,6,43,94,75,3,0,2,0,1,0,0,108,0
CE,2780918848,David García,08061960,14,77,41,83,4,0,5,1,1,1,1,964,0
CE,6892721556,Ana García,27072002,100,3,59,32,2,1,3,0,0,1,1,228,1
CC,0138178222,Daniela López,09081951,99,11,28,22,1,0,4,0,1,0,0,146,1
TI,2120429816,María García,20121954,75,77,74,83,2,0,3,1,0,0,0,456,0
CC,3218447471,Ana Perez,07031941,8,55,92,52,6,0,2,0,0,0,0,439,1
CC,4889472472,Sofía García,08081934,14,43,48,77,4,1,5,0,1,0,1,449,0
TI,4939419748,Daniela Cifuentes,22111972,10,14,60,40,3,1,6,0,1,0,1,960,0
TI,1811312724,Carlos García,26121954,55,8,72,43,6,1,2,0,0,1,0,977,0
CC,2172132838,Daniela Hurtado,26041984,71,87,69,31,2,1,1,1,1,1,0,540,1
TI,8116172472,Marcela Murillo,28091960,94,85,34,85,1,1,2,1,0,0,1,176,0
TI,3232035730,María Hernández,13091948,24,36,91,32,3,1,2,1,0,0,1,367,0
TI,9848390504,Gabriela Cifuentes,14061956,83,38,88,36,1,1,3,1,1,1,1,314,0
CE,6284217426,Laura Perez,08101968,91,55,33,11,5,1,5,1,1,1,0,766,1
CE,3729775839,Gabriela Cifuentes,16031934,16,34,17,17,6,1,4,1,0,0,0,831,1
CE,4281713516,Miguel Rodríguez,03021967,40,23,26,99,2,0,1,1,1,1,1,464,0
TI,8696037164,Melissa Perez,16051954,51,25,87,88,6,0,2,0,0,0,0,834,0
TI,9767813105,Carlos Cifuentes,17071964,22,78,54,47,5,1,3,0,1,1,1,417,1
CC,8477574022,Marcela González,05121968,53,93,52,84,2,0,5,0,1,0,0,203,0
TI,7142574582,Daniela Rodríguez,04101973,100,99,88,91,4,0,1,0,0,0,0,367,1
TI,4362740064,Gabriela García,28081994,47,80,100,28,1,1,1,1,0,1,1,323,0
CE,5970952760,David López,10071997,6,90,81,63,3,0,3,1,0,1,1,407,1
CC,1645106739,Miguel Perez,14011909,56,89,3,69,3,1,5,0,0,1,1,644,0
CE,8441908122,Ana González,21111980,8,41,94,35,6,0,3,0,0,0,1,807,0
TI,4182347526,Ana Hurtado,21041951,83,16,80,57,1,0,3,0,1,1,1,17,0
CC,6939276152,Laura Hurtado,27081964,12,36,17,36,3,0,6,1,1,1,0,343,0
TI,2550787756,Ana Murillo,16052002,93,7,38,98,3,0,4,1,0,1,0,428,0
CC,2534781842,Miguel Perez,17081955,80,65,7,34,1,1,1,0,0,0,1,619,0
CC,7160654984,Sofía Cartagena,14081929,25,23,55,42,2,1,3,1,0,1,0,749,1
TI,7147702819,Ana Hurtado,05121970,81,91,47,46,5,1,5,1,1,0,0,484,0
TI,5728523049,Laura Hernández,02121972,4,90,72,57,6,1,1,1,0,1,0,583,0
CE,3585643716,Luis Hurtado,06071998,67,68,13,43,4,0,1,1,0,1,0,934,1
CC,2872241790,Ana Martínez,06041910,4,34,37,19,5,0,6,0,0,1,0,216,0
CE,4016723658,Gabriela García,10111973,6,56,30,88,2,0,5,1,0,0,0,551,0
TI,6612749195,Luis Cartagena,16061992,1,85,79,81,6,1,6,1,0,0,0,541,0
TI,6880368072,Juan Cartagena,11111925,47,24,42,28,6,1,2,0,1,1,1,416,0
CC,5321150792,Ana Cartagena,13111991,42,99,41,88,2,1,3,1,1,1,1,67,1
TI,0729357619,Manuela Perez,10091939,80,78,88,42,6,0,6,0,1,1,1,595,0
CC,1335056285,Miguel Castaneda,17101978,35,5,45,78,1,1,3,1,0,1,1,643,0
TI,8567694159,Carlos Castaneda,26012004,95,84,67,80,1,1,2,0,1,1,1,190,1
TI,8331932455,Melissa Murillo,09031972,43,86,56,38,3,0,3,1,0,1,0,997,1
CE,4127303710,Gabriela Martínez,08021924,26,77,79,94,6,1,1,0,1,0,0,492,0
CC,8361000026,Sofía Castaneda,05062006,26,23,40,5,6,1,5,1,1,1,1,801,0
CC,7824081720,Daniela Cifuentes,04121930,92,60,79,22,2,0,5,0,0,1,1,53,1
CC,6293720870,Manuela Murillo,24031932,17,38,41,3,3,0,6,0,1,1,0,781,0
CC,9557981216,Ana Castaneda,27011943,70,45,99,8,5,0,3,0,1,1,0,763,1
CC,2998084900,Laura Hurtado,17121937,98,73,6,73,3,1,4,0,1,1,0,910,0
CC,6082566847,Miguel García,21051990,80,70,97,10,3,1,4,0,1,0,1,466,1
CE,7172722145,María Hurtado,23081975,33,69,9,10,4,1,4,1,1,1,0,447,0
CE,0081244893,Gabriela Hernández,24111932,50,89,42,50,2,1,5,0,1,1,1,984,0
TI,6907676658,Sofía Martínez,06121942,86,19,44,2,1,1,1,0,0,1,0,151,0
CC,0982384763,Juan González,15091933,74,87,32,71,6,0,6,1,0,1,0,33,1
TI,9387950630,David Castaneda,21011900,81,80,50,49,1,1,1,0,1,1,1,411,1
