tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,9628391814,Carlos Perez,14101962,22,80,19,82,2,1,5,1,1,0,1,71,1
CC,0448513854,Sofía Rodríguez,06012003,51,22,99,48,3,1,3,1,1,1,1,32,1
CE,1525234045,Daniela González,22051987,67,35,51,67,3,1,3,0,0,0,0,521,0
TI,1630914563,Laura Castaneda,14111926,75,67,20,62,1,1,1,0,0,1,0,57,1
TI,2063696044,María García,20021927,48,24,92,56,4,0,6,1,0,1,1,448,1
CE,0422197327,Luis Cifuentes,03011973,17,5,41,43,1,0,1,0,0,1,1,178,0
TI,1758493715,Laura Castaneda,12091952,69,89,8,44,5,1,4,1,1,1,1,98,1
TI,6398898587,Gabriela Cifuentes,20031970,21,68,89,49,1,1,1,1,0,1,1,497,1
TI,7515080173,Marcela Martínez,19091997,68,22,10,48,6,1,1,1,0,0,1,824,0
CE,0273758115,Melissa Rodríguez,11091998,22,6,85,66,4,0,3,1,0,1,1,772,1
TI,8272559718,David Cartagena,23022020,87,25,33,87,4,1,2,1,1,1,0,524,1
CE,5016576712,Laura Rodríguez,17091941,54,35,32,99,2,1,4,0,1,0,1,651,1
CE,6567943097,Miguel Cifuentes,09031962,100,28,8,33,5,0,1,1,0,0,1,49,0
CC,5806551433,María Rodríguez,28031973,97,23,76,17,3,1,6,0,0,0,1,288,0
CC,9302872989,Manuela Rodríguez,17091995,32,95,9,63,5,0,1,1,1,1,1,775,0
CC,1327316379,Laura Hernández,16111950,46,4,42,76,4,0,4,1,1,0,1,327,0
CE,0235262909,Marcela Martínez,14101953,93,50,66,95,6,1,4,1,1,0,1,246,1
CE,6026674878,David Murillo,21111948,16,75,64,12,1,1,5,1,0,0,1,556,0
TI,4744525722,Gabriela Martínez,23051933,37,64,72,58,3,1,4,1,1,0,1,865,0
