tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,4430972334,Melissa Cartagena,20051952,99,23,45,29,3,0,3,1,0,0,1,852,0
TI,0388924268,Laura García,24061985,78,37,43,21,2,1,5,0,1,0,0,472,1
CE,0072056718,Manuela López,20081978,45,96,3,60,1,0,6,0,1,0,1,942,0
CC,1118523159,Luis Hernández,16111984,35,24,69,37,4,0,1,1,1,0,1,415,0
TI,2466331090,Luis Cifuentes,04021957,53,65,2,69,6,1,5,0,0,0,1,98,0
CC,0144242540,Melissa Hurtado,05051996,22,39,4,19,6,1,1,1,0,1,0,465,1
TI,5467352493,Daniela Castaneda,08071940,64,18,32,74,5,1,2,1,1,0,1,845,0
CC,0874163985,Laura Rodríguez,22052005,78,11,73,79,6,1,6,1,1,1,1,481,1
CC,1912788323,Manuela Rodríguez,12111970,93,17,46,63,4,0,6,1,1,0,0,398,1
CE,6781646605,Miguel López,26112001,75,86,65,16,5,1,3,0,0,0,0,46,0
CE,6496586277,María González,23121919,79,52,40,19,1,1,3,0,1,0,1,719,0
CE,1196068003,Ana Martínez,05111939,40,9,55,12,5,1,6,0,0,0,1,765,1
TI,8521730188,Manuela Martínez,12011943,22,75,76,92,1,1,5,0,0,0,1,266,0
TI,3566595534,Daniela Hurtado,14071995,55,42,83,3,3,0,5,0,0,1,1,312,1
CE,7628230481,Sofía López,24061924,58,68,46,93,4,1,5,0,0,1,1,771,1
CE,1796746230,Carlos Cifuentes,02062009,78,24,65,93,4,0,2,0,0,0,0,237,0
CC,5742358449,Carlos García,02041930,86,20,11,41,5,0,6,1,0,0,0,859,0
CC,7539805221,Laura Perez,23021946,48,16,52,87,1,1,5,1,1,0,0,90,0
CE,6489471619,Daniela González,17062006,99,60,8,54,2,1,3,0,1,0,0,690,0
CE,2663288555,Daniela González,21021936,25,69,49,21,5,1,4,0,1,1,1,270,1
CE,6554252702,Juan Hernández,19111955,70,65,17,43,5,0,5,0,0,1,1,64,0
TI,8535731112,Laura Hurtado,13081991,61,82,11,58,5,1,3,1,0,0,0,127,0
CC,4715740943,Manuela Murillo,08051965,4,37,28,75,5,0,1,1,0,0,1,649,1
CE,5941597836,Carlos Rodríguez,09101943,38,50,54,34,1,0,5,1,1,1,1,705,0
TI,1931248248,Sofía Cifuentes,26101931,61,18,43,86,5,0,4,1,0,1,1,288,1
CE,7607421957,Melissa Cartagena,13111976,13,39,39,80,1,0,3,0,1,0,0,73,1
TI,6429879263,María Castaneda,18011937,50,61,21,34,1,1,3,0,1,1,1,227,1
CE,1093194086,Manuela Cifuentes,11111943,48,19,21,28,4,1,4,1,1,1,1,987,0
CE,0517488912,María Rodríguez,15011980,13,97,26,48,1,0,3,0,1,0,0,923,0
CC,7279020302,Miguel Castaneda,05071965,47,37,49,46,1,0,4,0,1,1,1,743,1
CC,6206082690,David Cifuentes,17061966,77,25,99,72,5,1,2,1,1,1,0,964,1
CC,7333241092,Miguel Perez,11071928,35,84,32,26,4,0,1,1,0,0,0,428,1
TI,1936195085,Daniela Hurtado,22121972,85,93,66,34,2,1,5,0,0,0,1,634,0
CE,3240635536,Gabriela López,06051979,82,17,76,14,3,1,3,0,1,1,0,538,1
TI,7570500622,Juan Hernández,11121931,1,28,48,85,3,0,4,0,0,1,0,199,0
TI,4378495579,David Cifuentes,24101986,92,74,27,46,1,1,4,1,1,1,1,937,1
TI,3922249543,David Hurtado,19021943,29,84,94,81,2,0,5,1,1,0,1,802,1
TI,2049210883,Carlos Hernández,27071938,100,12,51,56,6,0,1,1,1,0,1,708,0
TI,8931226820,Sofía Cartagena,28011952,29,44,46,86,1,0,4,1,0,1,0,311,0
CC,5963910651,Manuela González,14091962,39,69,8,28,6,0,6,0,1,1,0,430,1
TI,3751569600,Marcela Martínez,01041992,16,37,36,79,4,1,5,0,1,0,1,666,0
CE,9767951171,Ana Hernández,27011980,70,84,55,94,2,1,2,1,1,1,0,646,0
CE,9447299207,Carlos García,17061926,27,4,3,5,2,0,5,1,1,0,1,892,0
CE,1926281654,Melissa Hernández,05071948,53,1,21,14,1,1,6,1,0,1,1,451,0
TI,1551062912,Juan Rodríguez,19012008,61,17,45,89,1,0,3,0,0,0,0,389,0
TI,9658146223,Miguel Cifuentes,06081983,87,82,47,64,4,0,6,1,0,1,1,340,0
CE,3366631742,Juan Cifuentes,27121965,12,28,52,92,1,1,6,0,0,0,1,557,0
CE,3239391399,Melissa Cifuentes,08061979,79,15,29,8,1,1,1,1,1,0,0,354,1
CE,4924238881,Daniela Martínez,19071962,5,65,1,94,4,1,6,0,1,1,1,618,1
CE,7914053225,Juan Murillo,05111975,70,30,11,2,4,0,1,0,1,1,0,704,1
CE,1999221302,Marcela Martínez,01122001,11,80,34,35,4,1,4,0,1,1,0,771,0
TI,8501207198,Ana Cartagena,16062003,1,6,86,35,3,0,2,0,1,0,0,731,0
CC,4907121027,Ana Perez,14041991,25,48,78,27,6,1,1,1,1,0,1,65,1
CC,3325818238,Carlos García,16031934,46,80,96,84,4,0,5,0,1,1,0,169,1
CE,7378778900,Miguel González,14071988,1,55,5,20,5,1,4,1,1,1,1,638,0
CC,1899958024,Marcela Cartagena,16121935,96,22,74,8,1,1,4,1,0,0,0,669,0
TI,4897427500,Manuela Castaneda,26021994,92,91,36,69,1,0,2,1,0,0,1,680,0
CE,1473566912,Marcela Cartagena,28101953,1,8,90,45,3,0,6,1,1,0,0,406,0
TI,2894632447,Miguel Martínez,16082000,18,3,34,14,4,0,4,0,1,0,0,775,1
CC,9983661295,David Perez,15112009,62,83,18,60,5,1,6,1,1,1,0,634,0
CC,8067372915,María Hernández,27091984,59,49,58,32,3,0,5,1,1,0,1,858,1
CE,6640173456,María Murillo,11041948,61,44,98,60,2,1,2,1,0,0,0,962,0
TI,2556840095,Juan Cifuentes,10041981,99,31,81,70,5,0,5,0,1,1,1,733,1
TI,5097020887,Ana Perez,26081986,32,9,100,50,3,1,6,0,0,1,1,893,0
CC,8274788877,Juan Murillo,09081937,73,26,66,49,2,1,1,0,1,1,0,455,1
CC,4447160943,Carlos García,04061951,74,15,11,4,1,1,3,1,1,1,0,654,1
CE,6588126964,Sofía Hurtado,22051987,24,74,92,35,2,1,5,0,0,1,1,605,0
