tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,1555874768,David González,20011913,83,99,33,8,1,1,1,1,1,0,1,670,0
CE,8717410273,Laura González,03102009,12,99,14,15,6,1,1,0,1,1,1,334,1
CE,1608375392,Sofía García,05011933,38,7,8,32,6,0,1,1,0,1,0,788,0
TI,1218687743,Gabriela López,04041937,11,79,49,96,3,1,3,1,0,1,1,798,1
CE,7589941576,Juan Castaneda,16041992,70,14,75,34,2,0,3,0,1,1,1,532,0
CC,4460088312,María Rodríguez,26011953,57,69,74,57,4,0,1,1,1,1,1,988,0
CC,6755059902,Miguel Cartagena,11051973,36,52,99,71,6,0,1,1,1,1,0,275,0
TI,7959510668,David Rodríguez,11011959,100,35,83,89,1,0,2,0,0,0,1,12,1
CE,4759186070,Gabriela Cifuentes,22031996,87,77,68,67,6,1,2,0,1,1,0,653,0
CC,2758225969,Ana Cifuentes,16061970,42,70,32,77,3,0,1,0,0,1,1,93,1
CE,8104846239,Marcela Castaneda,13081967,44,65,35,27,5,0,6,1,0,0,0,865,1
CE,1000552375,Sofía Cifuentes,16122008,18,48,61,57,4,0,5,1,0,1,1,461,1
CC,9519855572,Juan Perez,07011925,79,51,51,1,6,1,1,0,0,1,1,179,0
CE,5510264010,Ana Hurtado,22102001,100,98,32,88,5,0,4,0,1,0,1,305,1
TI,5007961889,Manuela Hernández,02061989,13,100,59,92,6,1,1,1,1,0,0,12,1
CE,2933169709,Miguel García,26031997,89,82,62,37,6,1,2,0,1,0,1,671,1
CC,1814148145,Ana Cartagena,22091932,72,10,38,70,5,0,2,1,0,1,0,691,1
TI,3758830346,David González,09011941,22,93,70,98,1,1,5,0,1,0,0,295,0
CE,2999051576,Sofía Cifuentes,14072003,60,69,15,47,5,1,3,1,1,0,1,146,1
TI,3426067620,Manuela Cartagena,04021963,72,15,66,70,5,1,4,1,1,1,0,109,1
CE,3661426023,Miguel García,11081942,72,74,11,33,3,1,5,1,1,1,1,614,1
TI,9917413282,David Rodríguez,06061966,42,100,20,89,2,0,2,1,1,0,0,264,0
TI,8032263236,Sofía Perez,26061931,71,17,66,76,6,1,5,1,0,1,0,163,0
CC,9621898378,Miguel Hurtado,15031946,34,66,85,33,2,1,5,0,1,1,1,974,0
CE,4921187663,Daniela Castaneda,08121961,61,25,53,23,1,1,3,0,1,0,0,70,1
TI,1418596458,Laura Hernández,24101940,83,59,33,68,4,0,2,0,0,0,1,818,1
CE,9484801520,Laura Cartagena,24111988,86,13,73,89,5,0,2,1,1,1,1,13,0
TI,5515346550,Juan Cartagena,17071935,95,20,24,53,5,1,5,0,1,0,1,700,1
CC,0214543333,Laura García,20121994,22,81,90,84,2,0,2,0,0,0,0,300,1
TI,4221778042,Sofía Hurtado,18011997,5,62,84,71,6,1,5,1,0,0,1,944,0
CE,9383862785,Marcela Hurtado,27071974,69,87,77,64,2,1,2,0,0,1,0,704,0
TI,1181562529,Sofía Rodríguez,15091973,46,95,76,20,2,0,6,1,0,0,0,191,1
CC,1170243648,Melissa Hernández,24121995,29,61,10,40,2,1,5,0,1,1,0,423,1
TI,9194755664,Laura Cifuentes,22072003,15,31,11,66,6,0,1,1,1,0,0,772,1
CE,3368363544,Ana Hernández,14062004,96,43,65,2,4,0,2,1,1,0,0,872,1
CE,6532948301,Miguel Rodríguez,19041929,15,97,35,11,5,1,3,0,1,0,0,262,0
TI,7929035717,Laura Perez,18051971,49,79,38,22,4,1,3,1,1,1,1,969,1
CC,4170093396,Juan Cifuentes,24091986,89,89,15,8,1,1,4,1,1,0,1,45,1
CC,8392783174,María Castaneda,01121982,53,32,57,51,5,0,3,1,0,1,0,154,1
TI,8766487230,María Cifuentes,04091974,25,58,58,96,6,0,2,0,1,0,1,34,1
CC,0025037225,Manuela García,25021954,47,96,88,77,5,0,2,0,1,0,0,491,0
TI,6980443933,Carlos García,13081935,6,75,49,76,1,0,2,1,1,0,0,915,1
CE,3753482652,Gabriela Hurtado,08042008,60,66,31,46,6,1,4,0,0,1,0,951,1
CC,6930907381,María Murillo,27021976,58,2,22,14,5,1,2,1,1,0,0,648,1
TI,6413569581,Gabriela Martínez,03101956,49,95,7,46,2,0,3,0,1,1,1,703,0
CC,8931030680,Daniela García,05031948,58,63,86,31,6,1,5,1,1,0,0,340,1
CC,4946283247,Manuela González,13011967,10,45,39,22,3,0,4,1,0,1,1,669,1
CE,2413141325,Ana Castaneda,19101994,100,10,22,93,5,0,1,1,1,1,0,513,1
CC,9312447408,Sofía Rodríguez,10031939,75,32,54,11,1,0,3,1,1,0,1,301,1
CC,0294068847,Sofía Hernández,28041977,45,45,21,29,5,1,5,0,1,1,0,731,1
CE,1949450627,Luis Martínez,11071912,24,9,13,83,1,0,6,1,0,1,1,637,0
TI,8496144677,Sofía Castaneda,25011942,21,17,53,84,2,0,6,0,1,1,0,743,1
TI,3600834370,Marcela Martínez,01111999,14,21,90,100,3,0,5,1,0,0,0,431,0
CE,1426954153,David Castaneda,14082006,56,73,6,73,5,0,5,1,1,0,0,573,1
TI,4533337339,Laura Hurtado,21101997,54,68,1,71,4,1,4,1,1,1,0,230,0
TI,0434548878,María González,11051984,36,95,82,12,1,1,3,0,1,0,0,198,1
TI,1865231724,Ana González,27031977,38,94,57,23,6,1,6,1,1,1,1,198,1
CC,9021391451,Melissa Rodríguez,17041981,5,70,83,86,6,1,4,0,1,1,0,575,1
CE,9412699996,Juan Castaneda,05101931,76,13,23,93,5,1,6,1,1,0,0,471,1
CE,3265427108,Juan Hernández,26111993,31,27,37,74,1,0,5,1,0,1,1,421,0
CC,2542992011,Melissa Cifuentes,06091937,72,69,31,7,1,1,5,1,1,0,1,823,0
CC,4313215317,David González,16101989,2,1,50,73,5,0,2,1,0,1,1,735,0
CC,0752459929,Luis Cifuentes,12121976,76,41,85,47,3,1,5,1,0,1,0,635,0
CE,5100006803,Daniela Martínez,11082009,16,19,42,9,3,0,1,1,1,0,1,856,0
CC,9598251896,Marcela Castaneda,06022002,74,81,99,15,1,0,1,0,1,0,0,367,1
CC,3722301977,Laura Murillo,25101979,71,97,90,65,3,0,4,1,1,1,0,293,0
CC,6770718217,Melissa Murillo,19091968,51,92,66,61,2,0,6,1,1,1,1,470,1
TI,6672259978,Gabriela Martínez,03111959,10,69,80,50,5,0,4,0,1,0,0,76,1
TI,7909613097,Melissa Murillo,13041960,59,40,90,14,1,0,1,0,0,1,0,315,0
CC,3412294901,Manuela Martínez,19061970,17,40,75,87,2,1,2,1,0,0,1,991,1
CC,9640932744,David Cartagena,17022005,94,99,57,26,5,1,5,0,1,1,1,381,1
TI,7378580843,Daniela Martínez,16121947,54,67,48,97,2,1,2,0,0,1,0,518,1
CE,9209322878,Marcela Perez,07011929,15,93,38,58,4,1,2,1,1,1,0,212,0
CE,2654853590,María Hurtado,11071995,7,92,38,87,4,1,4,0,1,0,0,494,1
CC,0459502772,Sofía López,20032002,46,30,99,59,5,1,4,0,1,0,0,235,1
CC,5689454456,Melissa González,28041941,99,31,3,21,4,0,1,0,0,0,0,552,0
TI,3589354196,Manuela Martínez,08111955,27,48,6,20,5,0,3,0,0,0,1,694,0
