tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,1219107260,Manuela Hernández,28062000,27,82,97,94,4,1,5,0,0,1,1,590,1
TI,8334428854,Miguel Castaneda,22051965,17,59,65,9,6,0,4,1,0,0,1,45,1
CE,2961218811,Sofía García,12071940,24,75,52,42,5,0,1,0,1,0,1,692,0
TI,2315434393,María Murillo,21062000,5,50,22,63,3,0,1,0,1,0,1,360,0
CE,9127738079,Juan Castaneda,20041994,26,56,60,53,2,0,5,0,0,0,0,850,0
TI,6025939853,Ana Perez,05061971,62,3,2,21,6,1,3,0,1,0,0,936,0
CE,1581164389,Gabriela Castaneda,20101971,53,51,44,48,3,0,4,0,0,1,0,624,1
CE,7412178948,Manuela Hurtado,28061960,84,39,20,10,3,1,1,1,1,1,0,127,0
CC,4866748749,Sofía Cartagena,02011965,62,15,52,21,1,0,5,0,1,1,1,895,1
TI,3224741423,Luis García,22011959,72,82,92,54,4,0,1,1,1,0,0,35,1
CC,1418152105,Daniela López,24011916,71,63,12,18,4,0,4,0,1,1,0,811,0
TI,8008267139,Carlos López,16122009,49,10,10,15,6,0,1,1,0,1,1,314,1
CE,4831757623,Manuela Castaneda,27011955,44,73,34,59,2,1,6,0,0,1,0,215,1
CE,5509508027,Laura Murillo,11051985,67,16,57,26,3,1,6,1,1,1,0,221,1
TI,6526220442,Juan Cifuentes,10101989,71,85,17,36,2,1,5,0,0,0,0,966,0
CC,7147212569,Manuela Hernández,26112003,96,61,47,26,2,1,5,0,1,0,1,950,0
CC,2127091609,Laura Cartagena,20101994,15,16,45,72,4,0,3,1,0,1,0,530,0
TI,4884188568,Marcela Cartagena,27051982,78,31,46,63,5,1,5,1,0,1,0,365,1
CE,6385430762,Marcela Cifuentes,25071945,66,20,56,95,4,1,6,0,0,1,0,8,0
CC,9231850772,Marcela Martínez,16111942,66,23,6,51,5,1,2,0,1,1,1,432,0
CE,2906929296,Ana Perez,26111956,3,11,61,47,4,1,6,0,1,0,1,370,1
CC,1858495514,Manuela García,28041968,4,5,54,27,2,0,1,0,1,0,0,433,0
CC,0701540151,Carlos Murillo,11091966,6,7,2,44,1,1,3,0,1,0,1,332,1
TI,6200829348,Marcela López,11071938,80,74,89,83,5,1,1,0,1,0,1,876,0
CC,1797605215,Laura Perez,19081961,33,43,11,13,1,1,4,1,0,1,1,18,0
CE,6869314790,Manuela García,20021984,89,57,94,37,2,1,4,0,0,0,1,476,1
TI,6451443901,Juan Perez,04111990,91,82,68,68,2,0,2,0,1,0,1,774,1
CE,9992915230,María López,07081949,2,59,94,29,2,0,1,0,0,1,1,36,1
TI,3037844863,Marcela Cifuentes,15071958,84,4,10,20,5,0,5,1,0,0,1,542,1
CC,1318287154,Miguel González,27072002,58,10,27,48,1,1,5,0,1,1,1,498,1
CC,2535630708,Laura Castaneda,23022017,80,79,26,5,1,0,3,0,0,0,0,700,1
CC,8191493878,Ana Hernández,17011956,86,24,82,53,4,1,3,0,1,1,0,833,0
TI,9115770847,María García,08022000,30,58,98,87,5,0,3,1,1,0,0,85,0
CE,5699261906,Marcela Hernández,11081990,93,1,96,76,3,1,2,0,1,1,1,418,1
TI,9549183966,Ana García,01101988,7,26,40,3,2,0,1,0,1,0,1,48,1
CC,4236739745,Luis Perez,15041994,73,32,57,20,3,1,6,0,0,0,1,703,1
CC,1828582412,Melissa Castaneda,01101947,9,59,84,71,2,1,2,0,0,0,1,835,1
CC,6279154437,Ana Martínez,04101999,43,3,34,86,4,0,3,0,1,0,0,254,1
TI,3719248176,David Martínez,01051968,72,68,49,34,5,1,6,1,1,0,1,370,1
TI,1249273841,Ana Cifuentes,17051931,56,32,32,37,1,1,3,0,1,0,1,337,1
CC,9128276447,Marcela González,01071956,21,31,37,55,6,1,6,1,1,1,1,778,1
CE,2431046401,Manuela Murillo,01041977,63,80,35,22,6,0,5,0,0,0,0,306,0
TI,8745090715,Ana González,10081989,85,27,52,100,3,1,5,0,1,1,1,843,1
TI,2806254403,Juan García,08041932,37,9,88,77,6,1,2,0,0,0,1,89,1
CE,2244445219,Luis Murillo,28011971,48,62,57,13,3,0,3,0,1,1,1,607,1
CC,8074506603,Juan Perez,24121939,60,34,71,41,4,1,2,1,1,0,1,807,0
CC,5029132935,Sofía García,03081958,43,27,84,23,2,0,3,1,1,0,0,182,1
CE,1621793964,Melissa Castaneda,21042003,1,41,12,23,6,0,6,1,0,1,1,193,1
TI,0445821696,Carlos López,23041939,74,74,29,89,5,0,2,1,1,1,1,234,1
CE,9733523535,Carlos García,26082008,56,30,38,52,1,1,6,0,0,1,0,290,0
CE,2650862286,David Cartagena,09031936,58,6,8,84,3,0,6,0,1,0,1,329,1
CC,3734515252,Melissa Murillo,23071926,39,60,57,83,1,1,6,0,1,0,1,204,1
CE,3242675420,Melissa Murillo,05111984,32,26,81,44,6,0,2,1,0,1,0,358,0
CE,2775297959,María Perez,12081985,57,40,46,96,5,1,2,0,1,0,0,655,1
TI,9689402846,Marcela Murillo,08041989,90,58,49,84,5,0,1,0,1,0,1,929,1
CC,3382550003,Laura Murillo,10091976,27,97,30,89,3,0,2,0,1,0,1,242,1
TI,7241917972,Miguel González,27041992,80,68,36,69,2,0,5,1,1,1,0,472,1
TI,4385876018,Daniela Martínez,10121971,13,87,17,3,1,0,5,0,0,0,0,756,1
CC,9439093579,Daniela López,28041991,99,52,85,16,2,1,1,0,0,1,1,738,1
CC,1749151818,Manuela Hernández,28011996,5,54,7,65,5,1,6,1,0,1,1,844,1
CC,4849135523,Laura Hurtado,21011986,50,83,76,96,4,0,5,1,1,1,1,28,1
TI,9639460872,Ana Hurtado,13011967,45,57,27,100,3,1,2,1,1,1,1,195,0
CC,8984839019,María Murillo,07041985,69,53,85,77,2,0,4,1,1,1,0,117,1
TI,4189007264,Marcela Hurtado,18041990,57,34,83,98,2,1,3,0,1,1,1,493,1
CE,5953792548,Melissa Murillo,24071999,13,68,54,44,6,0,1,1,1,1,1,178,0
CE,2143333104,Manuela García,25091986,83,5,27,19,5,1,6,0,0,1,1,544,0
CE,6387558079,Laura López,27041940,29,72,74,78,4,0,1,1,1,1,0,243,1
CE,3514228053,Juan Hernández,25041991,83,41,86,52,6,0,2,1,0,0,0,401,1
TI,4410129164,Gabriela González,03091955,65,30,80,32,1,1,2,1,0,0,0,935,0
TI,2600126026,David González,13071937,20,55,96,93,2,0,2,0,0,1,1,995,0
CC,6393799906,David Hurtado,18101923,33,90,68,61,5,1,5,0,0,1,0,326,0
TI,7315063968,Laura Cartagena,06081933,4,22,41,87,1,1,1,0,0,0,1,493,1
TI,4008416880,Daniela Hernández,25061959,69,78,39,46,3,0,3,1,0,1,0,271,0
CC,1934109132,Ana Castaneda,24101983,94,47,75,4,6,0,1,0,1,1,0,931,1
CC,4843128880,Carlos Cifuentes,15082005,87,55,56,72,6,0,3,1,0,1,1,609,0
TI,8493764621,Carlos Hurtado,20101924,12,25,9,38,4,1,2,1,0,0,0,883,0
TI,0167225607,Gabriela García,20031952,66,17,52,100,1,0,1,1,0,1,1,135,1
CE,5469310674,Carlos Hernández,04021987,7,19,19,6,6,1,2,0,1,0,1,408,1
CC,0210614793,Juan Murillo,22111996,26,71,16,93,1,0,1,1,1,0,1,485,0
CC,3345188024,Sofía López,13102003,64,38,15,85,4,1,4,1,1,1,0,329,0
CE,8899015012,Daniela Martínez,04121956,24,70,14,87,2,0,1,1,1,1,1,680,1
TI,5016928392,Carlos Hernández,25051996,31,19,56,11,6,1,1,0,0,0,0,115,0
TI,7869621519,David Hurtado,08091948,22,2,13,50,3,1,1,0,1,0,0,75,0
CC,2896065216,Marcela González,01071992,52,87,61,32,3,1,2,0,0,1,1,221,1
CC,9031984513,Carlos Hernández,04071980,80,35,85,45,4,0,2,0,1,1,1,824,0
TI,6237181016,Ana Hurtado,28111970,12,15,47,73,4,1,1,1,1,0,0,356,0
CE,6725449493,Sofía Cifuentes,15062003,30,8,62,59,5,1,5,1,1,1,0,809,1
TI,8294997231,Marcela Perez,03021928,70,39,18,28,3,0,3,0,1,1,1,103,0
CC,4273134542,Daniela Cartagena,03081962,35,75,99,8,4,1,6,1,1,1,0,242,1
CC,0903488061,Gabriela Perez,14042006,95,60,95,33,6,1,5,1,1,0,0,72,0
CC,6543623144,Daniela Perez,04081938,95,59,12,30,3,1,5,0,0,0,1,813,0
TI,7116108073,Carlos Hurtado,24061995,77,4,53,8,4,0,2,1,0,1,0,226,1
CC,0031573514,Miguel Hurtado,16081940,5,87,93,6,4,1,4,1,0,0,1,964,1
CC,7427729544,Marcela García,06121970,80,44,17,100,2,0,6,0,0,0,0,309,1
CC,2756001424,Gabriela García,06091949,16,31,38,76,1,0,4,0,1,0,0,862,1
CC,6423162231,Ana Murillo,02061932,93,39,80,65,5,1,2,0,0,0,0,561,0
CE,0297433367,Juan López,27121958,78,57,97,77,6,1,2,0,1,0,0,760,0
TI,4392089046,Daniela Cifuentes,18061991,75,45,21,60,6,0,2,1,0,1,1,412,1
TI,0900898385,Juan Perez,08101963,1,61,83,79,5,1,6,0,0,1,1,353,0
CC,2359299892,Laura Murillo,19011976,76,30,57,50,4,0,2,0,1,1,1,282,0
