tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,6562832039,Ana Castaneda,17021907,47,67,30,15,4,0,6,1,0,1,0,495,1
CE,4715454370,Gabriela Murillo,27081939,100,33,88,98,3,1,4,1,1,1,0,33,0
CC,4152266555,Manuela González,16081959,30,62,26,92,5,0,2,0,1,1,1,702,1
TI,4195707262,Melissa Perez,16121924,64,68,53,37,5,0,3,0,0,1,1,172,0
TI,2279210942,Gabriela López,11032009,22,5,32,65,2,0,2,1,1,1,0,743,0
CC,2488479926,Melissa Cartagena,13011959,93,83,41,40,2,1,6,0,1,0,0,507,0
TI,6217226105,Carlos Castaneda,05091949,81,35,76,10,5,1,5,0,1,0,0,940,0
CE,3885553815,María Hurtado,06041967,56,35,14,78,6,0,3,0,1,1,0,872,0
CC,0116363669,Miguel Murillo,08101942,34,9,60,56,2,0,4,1,1,0,1,521,0
CE,4965085246,Marcela Perez,21071985,34,50,14,50,6,0,3,0,1,1,1,630,1
TI,3360120592,Carlos García,02021987,36,23,47,15,6,1,5,0,1,0,0,82,0
CC,5523819957,Laura Perez,02072002,24,68,28,43,2,1,6,1,0,1,1,761,0
TI,0714058161,Gabriela Rodríguez,05022005,64,58,58,79,4,0,1,0,1,0,1,845,1
CE,1982049524,Laura Martínez,19011982,60,12,21,2,1,1,3,0,0,0,1,49,0
TI,1098510408,Daniela Martínez,10111968,46,64,13,4,1,0,3,0,0,0,0,60,1
CC,0087150124,Sofía Perez,18102009,86,69,97,77,5,1,4,1,0,1,0,255,0
TI,4906901863,Laura Cifuentes,24091933,58,51,9,65,6,1,3,1,0,0,0,483,0
TI,4228921611,Daniela Cifuentes,19041966,33,82,26,97,2,0,3,0,1,0,1,466,0
CC,7852505270,Melissa Murillo,15061951,15,45,36,41,5,0,5,1,0,0,1,321,1
TI,1690278900,Sofía Murillo,03121934,71,62,47,29,2,0,2,0,0,1,1,33,0
CC,4618166462,María Cifuentes,15081999,56,75,42,27,6,1,6,1,0,1,0,21,1
CE,6870226978,Melissa Martínez,07041973,46,19,100,26,6,1,3,0,0,0,0,459,0
TI,1048146783,Carlos Castaneda,23101928,64,14,3,37,6,1,2,1,0,1,0,509,0
TI,7813593597,Manuela Murillo,28112007,85,91,81,90,1,1,3,0,0,0,1,155,1
CE,8360890930,Juan Martínez,01071936,77,64,35,16,5,1,2,0,0,1,1,998,0
TI,9385719182,Miguel López,03102005,41,51,2,64,6,0,1,0,0,1,0,505,0
CC,6354375852,Gabriela Cifuentes,10081958,78,18,37,37,5,1,3,0,0,1,0,375,0
CE,7953916348,María Perez,12101985,14,83,60,19,5,1,4,0,0,0,1,316,1
CC,6892890729,David González,27011932,62,22,85,40,2,1,5,1,0,0,1,483,0
TI,8551545761,Sofía González,25051933,94,29,42,86,3,1,6,0,0,1,1,664,1
CC,6190334452,Luis Rodríguez,20052012,42,65,6,52,1,0,4,0,1,1,1,64,1
CE,6006107272,Laura Castaneda,14081930,31,36,60,13,6,1,4,1,1,1,0,144,0
CE,7020159500,Manuela Cifuentes,11101944,91,6,48,13,2,0,5,0,1,1,0,383,0
CC,4075074297,Juan Perez,16051962,12,62,69,95,5,0,3,0,1,1,0,671,1
CE,8024212749,Juan Castaneda,23031984,23,74,12,49,2,0,6,0,1,0,1,445,0
TI,0279311616,Gabriela Martínez,15041927,36,23,42,98,4,0,5,0,0,0,1,157,1
CE,0630094021,Luis García,25031964,8,49,62,38,6,0,3,1,1,1,1,4,0
TI,3529990202,Juan García,25111960,70,58,78,99,1,1,3,1,1,0,1,836,0
CE,6986964551,Sofía González,17021940,45,94,72,48,1,1,4,1,0,1,0,258,0
