tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,6634721982,Manuela Martínez,01071969,79,44,68,99,6,0,2,0,1,0,0,629,0
TI,2705938444,Marcela García,10051924,4,50,24,10,1,1,5,0,1,0,1,129,1
TI,4614008016,Manuela González,21041982,19,49,61,3,3,1,4,1,1,0,1,826,1
TI,5912307903,Marcela López,03061999,26,96,26,52,2,1,3,1,0,0,1,209,1
TI,0594232009,Gabriela Rodríguez,11041943,7,99,23,5,1,1,2,1,1,1,1,675,0
CE,8477742757,Manuela Hernández,01031992,61,58,99,53,3,0,1,0,0,0,1,624,0
TI,8000406559,David García,06071983,72,57,62,20,4,1,1,0,1,1,0,516,0
CC,7871680449,Juan Hernández,11081926,73,67,39,80,1,0,6,1,1,0,0,212,1
TI,5805856302,Ana Murillo,18041926,89,47,13,40,3,1,6,0,1,0,0,570,1
TI,3874777605,Melissa Hurtado,20121987,31,3,9,92,2,0,5,1,1,1,0,514,1
CC,5702718777,Melissa Hernández,01111997,86,91,74,84,5,0,5,0,0,0,1,517,1
CE,2151824565,Daniela Rodríguez,18081954,45,6,88,95,4,1,4,0,1,0,1,971,1
CC,1876031972,Ana Murillo,09011976,45,60,57,47,5,0,2,1,1,1,0,633,0
CC,6880234223,Sofía Murillo,18111966,43,90,24,94,4,1,6,0,0,0,0,257,1
CE,3425649219,Gabriela Cifuentes,18011972,74,39,18,45,3,1,6,0,1,0,1,996,1
CC,8865269140,Manuela González,26121984,22,95,80,56,2,0,4,0,1,0,0,384,1
CC,6732753435,Ana Hernández,16121971,37,95,21,31,1,1,6,0,1,1,1,717,1
TI,2866706449,Gabriela López,03071932,6,62,69,84,1,1,2,0,1,0,0,701,1
CE,2257575566,Gabriela López,07121998,24,18,76,10,1,0,2,1,0,0,0,137,1
