tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,7651895548,Manuela Cifuentes,03011936,80,33,72,74,6,0,1,0,0,0,1,676,1
CC,1936468406,Manuela López,19101990,99,68,8,38,4,1,6,0,1,1,0,658,0
CE,7776387401,Laura Rodríguez,13072003,56,67,3,100,3,0,4,1,1,0,1,487,0
CE,0250611294,Miguel Castaneda,07091990,2,91,47,51,2,1,4,1,0,1,0,433,0
CE,5194501329,Miguel Cifuentes,16101948,68,90,19,1,3,0,3,1,0,0,0,187,0
CE,9088801747,Laura Rodríguez,16111972,42,29,39,9,2,1,4,0,0,1,0,52,0
CE,2262222226,Carlos Cartagena,11041964,51,83,42,75,3,1,1,0,1,1,0,6,0
CE,0001361378,David García,24021932,33,58,90,32,5,0,3,0,0,1,1,637,1
TI,5604634487,Sofía Cartagena,26101937,76,72,28,67,4,1,6,0,0,0,0,575,1
CC,2751024623,María Cartagena,05011951,23,29,62,52,3,1,6,0,1,0,0,219,0
CE,4943601575,Ana Cifuentes,22101937,92,94,79,59,6,1,3,0,1,1,1,675,0
TI,6308734440,Manuela Cifuentes,26061936,15,28,97,37,1,0,2,0,0,0,0,30,0
CE,9947926803,Daniela González,20102006,58,98,24,1,6,0,2,0,1,0,0,786,0
CC,1032791978,Ana Hernández,17121986,1,69,30,22,1,0,1,1,0,1,1,210,0
CC,0838491616,Manuela López,14051981,48,30,29,44,2,0,5,1,1,0,0,578,1
CC,5758001789,Daniela Castaneda,04062004,12,90,46,17,3,1,6,1,0,0,1,299,0
CE,8938933913,Juan Hernández,04071970,94,4,7,14,5,1,3,1,1,0,1,371,1
CC,8540427804,David Cifuentes,01071949,6,84,90,41,6,1,6,0,0,0,1,35,0
TI,0104480276,Manuela Murillo,18062008,49,90,99,37,2,1,3,0,0,1,1,250,0
CE,6592810572,Sofía Perez,02091981,90,2,61,71,1,0,3,1,0,1,0,679,1
CC,1666790633,Sofía Martínez,11111992,91,1,42,54,6,0,2,0,0,1,1,185,1
TI,5674893287,Miguel González,08111959,31,49,11,32,4,1,5,0,0,1,0,908,0
CC,5040705826,Miguel García,05051925,70,45,83,48,4,1,5,0,1,0,0,403,0
CC,2272064550,Carlos García,17121993,25,70,42,11,3,0,1,1,0,1,1,767,0
CC,9691644436,David García,26122008,51,93,63,16,3,0,6,0,1,0,1,484,0
CE,0172487756,Daniela López,05011994,24,67,32,42,5,0,3,1,0,1,1,294,1
CE,6650367849,Gabriela Hernández,08111934,90,85,65,3,1,1,1,0,0,1,1,534,0
TI,1813205196,Ana Cifuentes,19051961,19,60,52,85,3,1,3,0,0,1,1,191,0
CC,6757629517,David Hurtado,23091940,43,65,20,30,3,0,3,0,1,0,0,622,1
CC,5994485939,Ana Perez,04041987,98,83,43,54,2,1,2,1,0,0,0,547,0
CE,0877083511,María Murillo,09082021,70,36,84,61,1,0,5,0,1,0,1,10,1
TI,0231101534,Gabriela Castaneda,08071992,4,87,16,94,2,1,2,0,0,1,0,857,0
CE,1183854976,María Perez,05071962,66,55,27,19,6,1,1,1,0,0,0,839,0
CE,2702529237,Laura Cartagena,27051968,41,28,21,15,6,0,4,0,0,1,0,819,1
TI,6152250033,Juan Martínez,06022005,85,47,45,32,4,1,4,0,1,0,1,643,1
TI,7428012291,David Hurtado,12061975,59,36,23,65,5,0,4,1,1,0,0,993,1
CE,4233244114,Carlos García,18101977,96,71,33,68,1,0,2,1,0,0,1,543,1
CE,4043868775,Carlos Cifuentes,15101997,82,57,41,90,4,1,6,1,1,1,0,476,1
CC,5201090600,Sofía González,24051993,82,28,69,48,4,1,2,0,0,1,0,846,0
CE,6922442092,David Castaneda,18011929,16,55,33,54,3,0,3,1,0,0,0,480,1
CE,6334177677,Laura Rodríguez,20061907,23,73,29,21,2,1,5,1,1,1,1,222,1
TI,1574714100,Gabriela García,23071979,70,15,69,6,1,1,3,0,1,0,1,572,1
TI,5074177941,Manuela López,16071936,10,2,56,20,1,1,2,1,0,0,0,705,1
TI,0475114136,Gabriela Murillo,17051988,57,7,42,33,4,1,6,1,1,1,1,619,0
CE,4833327993,Miguel Martínez,22021925,50,11,33,63,1,0,2,1,0,0,1,911,0
TI,3258316641,Carlos Perez,03051934,95,82,9,12,1,0,2,1,0,0,0,757,1
TI,0311993055,María Cartagena,11101926,72,21,69,25,5,0,6,0,0,1,0,671,1
TI,6596024491,Ana Hurtado,10102002,88,60,19,46,6,1,5,1,0,0,1,159,1
CE,7985267987,Gabriela García,04032001,98,38,89,53,6,0,1,0,1,0,0,106,1
TI,2398554291,David Martínez,09062000,88,76,95,34,6,0,6,1,0,0,0,91,1
CC,8631791908,Sofía Hurtado,27051997,27,12,52,91,3,0,6,0,0,0,0,89,1
TI,0163888002,Daniela Martínez,10051949,87,53,87,24,6,1,4,0,1,0,0,908,1
CC,4257534357,Miguel Castaneda,06091949,91,36,36,59,2,0,3,0,0,0,0,816,0
CC,2686880808,Laura González,22051954,88,57,12,63,2,1,1,0,1,1,1,133,0
TI,1543545941,Melissa López,22032005,62,39,20,96,2,0,1,1,1,1,0,39,1
CE,9359324238,Manuela Rodríguez,09082004,91,47,85,56,5,0,4,1,1,0,0,51,1
CC,8052314602,Ana Cartagena,25021932,92,92,15,3,2,0,6,1,1,0,1,560,1
TI,6590656939,Sofía Cifuentes,17061948,41,34,14,65,2,1,3,1,0,0,0,62,1
TI,2783746628,Laura Castaneda,12121995,30,46,46,89,3,0,5,1,0,0,0,341,0
CC,0200366462,Ana Castaneda,12022000,11,77,34,61,4,0,3,0,1,1,0,526,0
CE,7302414993,Daniela Castaneda,18041933,96,61,24,16,3,0,4,1,1,1,0,376,1
TI,5394075104,Marcela Cartagena,02101928,88,56,25,35,6,0,2,0,0,1,0,735,0
TI,6394714492,Laura Castaneda,25041930,23,11,46,24,3,0,2,1,0,1,1,785,0
TI,9996414505,Miguel Castaneda,12031939,78,89,63,75,1,1,1,0,0,1,0,915,1
CC,0623629236,Daniela Perez,08112000,1,11,5,99,2,0,4,0,0,1,0,38,0
TI,1669345283,Carlos Rodríguez,17052009,76,89,44,100,6,1,6,1,0,1,1,268,1
TI,0417601153,Sofía Hurtado,28061968,49,8,81,57,6,1,3,0,0,0,1,977,1
TI,5549340026,Gabriela Castaneda,14031926,12,57,67,77,5,0,1,0,1,1,0,596,0
CE,4352902671,David Cifuentes,25081974,10,32,31,28,3,0,3,0,1,1,1,781,0
CC,7626535309,Marcela Rodríguez,13061974,40,2,100,13,1,1,3,1,1,1,0,335,0
CE,5214447446,Miguel González,19062004,84,85,12,8,6,1,4,1,0,1,0,587,0
TI,8826357715,David Cartagena,16031993,94,32,100,67,2,0,3,1,0,1,1,919,0
CE,0943636186,Carlos Perez,21091935,20,96,50,6,1,0,3,1,1,0,1,541,0
CC,8050839462,Ana Cifuentes,25081931,78,12,54,71,2,1,2,1,1,1,1,829,0
CC,0569208268,Melissa Murillo,02091960,28,97,89,87,2,1,4,0,0,1,1,134,1
CE,5032797919,Miguel Cartagena,17091951,45,44,57,65,3,1,4,0,1,1,0,917,0
CE,8346302231,David García,02051967,73,96,26,18,5,0,2,1,1,1,0,34,1
CC,1658700521,Daniela López,26021997,98,58,74,93,1,0,3,1,1,0,0,715,1
CE,2802418989,David Martínez,12051994,52,61,33,26,2,1,4,1,1,0,0,910,1
CC,7637191067,Miguel Rodríguez,17021957,76,16,45,70,5,1,3,1,1,1,0,273,1
CE,5897321740,Marcela González,04111939,90,48,32,45,2,0,3,0,1,0,0,751,0
CE,8594455521,Daniela García,27041928,97,15,57,30,2,1,3,1,1,0,1,644,0
CC,1317331320,Marcela Cartagena,10102003,5,18,18,71,3,1,3,1,0,0,1,667,0
TI,1262881966,Carlos Cifuentes,27111936,98,65,43,69,3,0,2,0,0,0,0,239,0
CC,7245196867,María Martínez,01111963,36,52,63,99,2,1,4,0,1,1,1,658,0
CE,0703407335,Juan Rodríguez,02021966,61,85,77,15,3,0,3,0,0,0,1,667,0
CC,5799475518,Manuela González,20091944,95,92,66,34,6,1,1,1,0,1,0,386,0
CC,1535894342,María Martínez,24051954,66,94,80,55,1,0,4,1,0,0,0,174,0
CC,6083625134,Ana Hurtado,21092005,82,47,47,92,3,0,1,1,0,1,0,823,1
CE,3675972874,Juan Hernández,06031994,58,1,40,13,4,0,3,1,0,1,1,16,1
TI,1534728862,Carlos Hurtado,26091974,87,75,80,58,4,0,4,1,1,1,0,348,0
CC,8597194157,Miguel García,01052001,12,70,54,42,4,1,4,1,0,1,1,356,1
TI,4377515270,María Cifuentes,04042000,26,61,100,54,6,1,5,0,1,1,0,378,1
TI,3833632241,Daniela Martínez,23071962,100,95,82,85,4,0,5,1,0,0,1,905,1
TI,7155144258,Gabriela Murillo,15071988,44,17,62,85,5,1,2,1,1,0,0,731,0
CE,0464988650,Marcela Hurtado,28111975,89,16,64,77,6,1,6,0,1,1,0,165,1
CE,8665958855,Juan López,21111940,2,23,18,64,6,1,1,1,1,0,0,741,0
CC,6835182840,Ana Hernández,07111973,80,11,57,88,6,1,3,0,0,1,0,214,1
CC,0857827028,Laura Rodríguez,09012002,87,79,53,90,4,1,4,0,1,1,1,157,0
CE,5562643886,Gabriela Perez,16121997,79,90,20,12,1,0,5,0,0,0,1,359,1
