tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,1696618945,David Cifuentes,23111960,80,36,28,31,2,0,4,1,0,0,1,384,0
TI,4899771276,Gabriela Castaneda,16071957,87,21,91,74,6,1,3,1,0,0,1,939,0
TI,1724666906,David Rodríguez,17011933,43,65,93,9,5,0,3,1,1,1,1,427,1
CE,4928162307,David Murillo,28091971,99,34,17,85,4,0,5,0,0,0,0,746,0
TI,3018084820,David Cartagena,18081989,71,50,61,88,3,0,4,1,0,0,1,145,1
CE,1321315837,Luis Cifuentes,09011960,58,67,50,39,6,0,6,1,1,0,0,650,0
TI,5286184551,Miguel Murillo,21101974,97,20,51,54,5,0,1,1,1,1,1,920,0
CE,6972557506,Ana González,26101961,37,45,33,97,2,1,4,1,1,0,0,90,1
CE,9815454432,Daniela López,19091941,41,51,32,8,6,0,5,0,0,0,1,803,1
TI,9280443064,Daniela García,06101925,40,58,92,37,3,0,3,1,0,0,1,326,0
CC,4544504839,Ana Rodríguez,04071977,59,23,87,35,2,0,3,1,0,1,1,193,0
TI,3742239852,Luis Cartagena,26041927,56,4,8,86,6,0,3,0,0,0,1,230,0
TI,8201593093,Marcela Rodríguez,18102000,33,19,61,45,4,0,6,1,0,0,1,116,0
TI,5350354926,Ana Cartagena,01071925,46,1,80,58,3,0,2,0,1,1,0,50,1
TI,7885022989,Marcela Rodríguez,28011926,89,21,100,28,6,1,5,0,1,0,1,889,0
CC,8572562836,Miguel Hernández,01031932,29,91,43,85,5,0,2,0,0,1,0,163,0
TI,8781902008,Carlos López,23121966,9,26,64,18,1,1,5,0,1,0,0,39,0
CE,7800777947,Sofía Hernández,14041965,87,56,14,8,2,0,5,1,1,1,1,262,0
TI,9718471619,Manuela Castaneda,06111940,14,46,16,12,3,1,5,0,1,0,0,875,1
CC,2741586922,Luis Cartagena,03011999,57,18,22,16,1,0,5,0,0,0,0,996,1
