tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,8908898950,Gabriela Murillo,14022001,87,6,77,98,5,1,2,0,1,0,0,281,0
CC,4994255671,Sofía López,23021942,94,71,34,14,3,0,6,1,1,0,1,253,0
CC,1066735865,Gabriela López,10081928,81,18,45,88,3,1,4,1,1,0,1,105,0
CE,0006757619,Miguel Cartagena,25042008,6,63,23,5,1,1,2,0,1,1,1,224,1
CC,3038705441,Manuela Castaneda,15091957,74,63,26,63,1,1,1,1,1,0,0,238,0
CC,0828052316,Juan Cifuentes,12041976,25,70,46,82,5,0,3,1,1,1,0,331,1
CC,8041775853,David García,05041966,5,81,73,73,3,1,2,1,1,0,0,965,0
TI,9324425117,Gabriela Cartagena,20121959,99,8,94,98,3,1,6,1,1,0,1,566,1
CE,5998582110,Manuela Hurtado,09121924,73,56,66,100,6,0,3,0,1,0,0,273,0
CC,5420384988,Miguel Cifuentes,06041961,30,71,12,22,2,1,4,0,0,0,1,919,0
CE,2800081402,María López,21021953,84,59,52,38,3,1,1,0,0,1,0,243,0
CC,8973455976,Carlos Castaneda,08031930,8,7,64,74,5,0,3,0,1,0,1,522,0
CC,6847796124,Daniela Hurtado,08121959,87,64,91,95,5,1,6,1,1,1,1,404,1
CC,1307887756,Laura Hurtado,16081932,13,5,74,23,2,1,4,0,0,0,1,366,1
CE,1251997482,María Murillo,24101983,96,59,80,48,3,1,3,0,0,1,1,59,1
TI,9101239177,Marcela Hernández,12121924,58,97,61,92,3,1,6,1,0,1,0,699,1
CC,9940191366,Ana Cartagena,18121947,57,64,32,1,2,0,4,0,0,0,1,799,1
CE,8531634691,Manuela Hernández,12012005,57,97,67,33,4,1,4,1,1,0,0,841,1
CC,9577416035,Laura Cartagena,07061994,59,86,18,70,6,1,2,1,1,1,0,370,0
CE,3258314188,Marcela López,14101931,92,47,1,61,3,1,5,0,1,0,0,442,1
CE,1426756731,Gabriela Cartagena,03011973,97,44,28,77,3,0,4,0,0,0,1,398,1
CC,6170891744,Marcela Hernández,02051948,50,80,35,39,1,0,4,1,0,1,1,400,1
CC,4889136564,Luis López,23111979,46,56,70,42,3,1,6,0,0,1,0,612,1
CC,4757301388,David Murillo,17061927,74,68,75,29,1,0,2,0,1,1,1,619,0
CE,7223902446,María Cifuentes,13121979,92,91,61,27,3,0,1,0,0,0,0,818,1
CC,8452825710,Manuela Rodríguez,14121957,89,1,26,5,3,1,6,0,1,1,1,182,1
CE,4486832018,Daniela Hurtado,10041935,48,57,25,75,3,1,2,1,0,1,0,188,0
CE,2015450083,María Martínez,25101953,70,21,26,21,5,1,1,1,1,0,1,448,1
CC,5480080852,Manuela Castaneda,09111939,34,74,51,91,1,0,3,0,1,1,1,870,0
TI,5339053683,Daniela Cartagena,26091929,21,3,100,95,2,1,4,0,1,1,0,867,0
TI,0023326714,Juan Murillo,08021969,6,98,52,89,1,1,6,0,0,1,0,460,1
TI,3540972211,Manuela López,07011969,71,37,20,39,5,1,6,1,0,1,1,426,0
CE,3319639599,David Martínez,23081935,17,47,100,4,3,0,6,0,0,1,0,913,1
CC,4602799940,Miguel Hurtado,08091933,92,38,18,49,1,0,3,0,1,0,1,546,0
TI,3143684992,Daniela Rodríguez,06041935,14,5,19,43,4,0,3,1,1,1,1,454,0
TI,4486328943,Gabriela Hernández,21091979,92,11,53,54,4,1,5,1,0,1,1,725,0
TI,7450844152,Marcela Cifuentes,02081947,71,36,49,42,2,1,5,1,0,1,1,562,1
CC,0072553247,Melissa García,28031966,75,40,12,32,3,0,6,1,1,0,1,312,0
CE,7343543646,María González,05112003,77,52,69,20,6,0,1,1,1,1,0,605,0
CC,7329982928,Daniela Rodríguez,16111949,61,54,13,92,5,1,5,1,1,0,0,959,0
TI,7099472508,María Martínez,15081909,29,30,99,87,3,1,2,0,0,1,1,946,1
TI,4623978742,Manuela Hurtado,23032006,88,81,26,17,2,0,5,1,1,0,0,446,0
TI,8726829140,Sofía Rodríguez,08052001,50,75,99,85,5,0,1,0,0,0,0,685,1
TI,6418608507,Marcela Cifuentes,10011962,16,56,30,4,5,0,4,0,1,0,1,837,1
CE,6352248608,Sofía García,25031953,62,18,60,14,5,1,5,0,1,1,0,137,0
TI,5135972548,Miguel Murillo,09091934,92,55,7,35,1,0,4,0,1,0,1,283,0
CC,0155762766,Daniela Hurtado,16031987,44,9,18,58,2,0,2,1,1,1,1,357,0
CC,6724979312,David López,15021930,61,7,75,12,5,0,3,0,0,0,0,329,0
CC,3706122339,Luis Perez,07041998,92,91,49,72,2,1,4,1,1,1,1,452,0
TI,9463005521,Luis Rodríguez,14021940,81,27,93,20,6,0,1,1,0,1,1,769,0
CE,6424610590,Gabriela Martínez,16021953,92,45,67,36,5,0,1,1,1,1,1,647,0
TI,1966084754,Luis Castaneda,11081987,100,20,70,28,6,0,3,0,1,1,0,148,0
CE,0952410228,David Hernández,02021933,74,76,78,28,1,1,3,0,0,0,0,198,1
CE,9630804786,Juan Rodríguez,24091996,62,5,75,70,6,0,4,0,1,1,0,482,0
CE,7577939329,Gabriela Castaneda,17082007,18,62,82,69,4,0,1,0,1,1,1,957,1
CE,9830907425,Gabriela Murillo,01071949,64,90,66,98,6,0,5,1,0,1,1,357,0
CC,6671180639,David García,26101997,50,50,97,42,4,1,6,1,1,0,1,234,1
TI,1821680937,María Murillo,08071981,15,83,93,8,2,0,4,1,1,1,1,455,0
CC,3201133658,Ana García,21031935,87,8,100,48,1,1,4,1,1,1,0,180,1
TI,2518438193,María Cifuentes,20071990,30,24,42,87,5,1,1,0,0,0,1,860,0
TI,0000805639,Daniela Murillo,15051933,46,50,16,39,3,1,3,0,0,1,0,474,1
CC,5406427879,David Castaneda,10021950,21,2,5,26,1,1,5,1,1,0,1,333,0
CC,6225011939,Laura Murillo,05101984,52,66,67,81,6,0,1,0,1,0,1,774,1
TI,7287179922,Marcela Perez,28071946,42,7,78,15,1,1,3,0,0,0,0,374,1
CC,2777912210,Juan López,26111925,19,100,77,67,5,1,5,1,0,1,0,192,1
CE,5792217470,David García,19011983,50,5,83,76,5,0,2,1,0,0,0,813,1
CC,4241885987,María González,17111977,40,24,43,54,3,1,1,1,0,1,0,776,0
CC,7689367033,Manuela Hernández,28011942,38,3,82,28,2,1,2,1,0,0,1,165,0
CE,1872085422,Carlos González,25121996,54,99,48,62,5,1,1,0,0,1,1,947,0
CC,3472091401,Juan Hernández,03091961,27,87,42,54,6,1,1,1,1,1,1,263,1
CC,0185087425,David Hurtado,22061996,42,23,83,16,1,1,1,1,1,0,1,500,0
CE,9527696688,Miguel Hernández,19062004,76,40,45,92,4,0,4,1,1,0,1,467,1
CE,6602535487,Marcela Perez,28061947,91,1,20,49,6,1,6,0,0,0,0,981,0
CE,5564292054,Daniela Hurtado,11041996,98,47,3,89,6,0,6,0,0,1,0,946,1
CE,2071730051,Carlos Cartagena,23092001,42,21,29,100,3,1,5,0,0,0,0,720,1
CC,6086784816,Laura Murillo,23111990,57,77,45,34,6,0,4,1,0,1,1,227,1
TI,9954671909,David García,14082003,19,45,34,42,2,0,4,1,0,0,0,225,1
TI,1025005327,Laura Cifuentes,02021928,55,68,8,94,6,0,4,0,1,1,0,395,0
CE,0942024533,Marcela García,18061940,88,20,91,82,6,1,1,0,1,0,0,748,1
CC,0555668625,Marcela López,07021984,24,61,41,43,4,0,6,1,0,1,0,52,1
CC,3780406162,Ana Hernández,28101974,70,56,8,49,4,0,1,1,1,0,0,905,0
TI,5210655313,Carlos Perez,15011943,51,60,6,74,2,1,2,1,1,1,1,343,0
TI,6203136372,Carlos Hurtado,15101948,17,98,79,100,4,0,5,1,1,1,0,762,1
CC,6396617755,Carlos Castaneda,17111981,49,19,29,31,6,1,6,0,1,0,0,19,0
CC,9910040412,Laura García,18021954,14,72,58,38,3,1,5,0,1,1,1,517,1
CC,1189820362,Miguel Hurtado,12021956,95,22,9,84,2,1,5,1,0,1,1,215,1
CE,1377327030,Daniela Hurtado,03031993,34,26,47,88,5,0,4,1,1,0,1,375,0
CC,5291494234,Luis Murillo,04031941,23,93,84,58,3,0,3,1,0,1,1,572,0
CE,8253789797,Laura Murillo,16071986,64,59,32,24,4,1,2,1,1,0,1,775,0
TI,6733383863,Ana Hernández,15101933,23,43,96,83,1,0,6,0,0,1,1,312,0
TI,3084585565,Luis Cifuentes,22051947,62,34,91,20,5,0,3,1,1,1,0,168,1
TI,1077487607,Melissa González,09071929,57,29,76,17,4,1,4,0,0,1,0,933,0
TI,0032073211,Melissa Murillo,12051983,58,68,27,51,6,1,2,1,0,0,1,186,0
CE,4578018934,Miguel González,08121982,7,45,96,96,5,1,5,0,1,1,0,196,1
CC,6438250370,Ana Cifuentes,18041963,63,20,19,71,4,1,2,1,0,1,0,399,0
CE,4324208540,Miguel González,23021975,97,91,32,15,6,1,6,0,1,1,1,392,0
TI,0218617909,Gabriela López,09101979,33,70,85,56,6,1,5,0,1,0,0,458,0
CE,1374960827,María González,08091996,84,60,45,64,1,0,3,0,1,1,1,273,1
CE,8360967820,Miguel García,28021999,92,52,93,41,5,0,2,0,1,1,1,35,0
TI,3253086159,Marcela Cifuentes,10121933,20,78,35,12,3,1,6,0,0,0,1,627,1
