tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,2059122174,Ana Hernández,04031922,37,76,74,57,6,0,3,0,0,0,1,870,0
TI,5451391950,Miguel Hurtado,28091929,74,38,11,39,2,0,5,0,1,1,1,649,0
CC,8607373149,Manuela González,01031967,79,68,19,85,4,0,1,0,1,0,1,817,1
TI,3089056947,Melissa Perez,01121947,32,7,55,58,4,1,4,1,0,1,0,575,1
CE,9200807090,Sofía Cartagena,15081950,45,25,30,2,5,1,4,1,1,1,1,569,0
CC,7721776115,Carlos Hurtado,04112005,5,70,80,100,4,1,1,1,1,0,0,650,1
CC,0414815528,Laura Hurtado,21121955,32,67,33,56,4,1,2,0,0,1,1,439,0
CE,6421877584,Miguel Rodríguez,07022004,30,48,26,38,2,0,4,1,1,1,1,665,1
CC,0772811757,Manuela López,17091995,29,22,83,74,3,0,5,1,0,0,0,194,0
TI,9085744261,Luis Murillo,13122009,68,12,9,15,5,1,3,1,1,1,1,989,1
CE,3328235567,Ana Murillo,16101913,77,78,77,58,5,1,5,1,0,0,1,235,0
TI,7182233968,Manuela Cartagena,25092003,77,55,2,16,2,0,1,0,1,1,1,796,1
TI,7133175775,Manuela Hurtado,13052003,84,1,1,100,4,1,4,1,1,0,1,393,1
CE,2957679819,Miguel Cartagena,06121994,75,76,95,29,1,1,6,0,0,0,1,243,0
TI,3377870233,María Hernández,09031970,79,76,23,11,6,0,6,0,0,1,0,128,0
CE,0544858519,María Murillo,09081931,24,61,43,60,4,0,1,0,1,0,0,139,1
TI,1566971581,Manuela Cartagena,25081997,51,47,21,17,2,1,2,0,0,0,0,892,1
CE,2322954648,David Hernández,13011954,94,47,21,3,4,1,1,0,1,0,1,821,0
TI,0951372273,Manuela Cartagena,03071953,11,58,84,51,4,1,6,1,1,1,1,237,1
CE,2854932174,Daniela García,18041999,60,77,46,48,4,0,1,0,0,0,0,79,0
CC,1316780867,Marcela Rodríguez,10031949,68,28,48,98,5,0,1,1,1,0,1,702,1
TI,6435722808,Carlos Murillo,24032006,44,6,28,61,6,1,3,0,0,0,1,231,0
TI,6421673885,María Murillo,26091965,90,5,16,6,5,1,3,0,0,1,1,531,0
CE,9417634221,Luis Cartagena,03071944,49,82,6,11,2,0,1,0,0,0,0,535,0
TI,1417474922,Luis Rodríguez,25111993,80,100,86,82,6,1,1,0,0,1,0,910,0
CC,8470947027,Laura Rodríguez,19051964,83,28,67,51,3,0,5,0,0,1,0,930,0
CE,8818961712,Laura Perez,13091971,30,25,46,83,1,1,6,1,0,0,0,154,1
TI,6922312003,Daniela López,28081938,73,46,24,92,3,0,6,0,1,1,1,830,0
CC,1667024189,Melissa Hernández,15011981,67,32,96,73,1,0,1,1,0,1,1,3,1
TI,6038626655,Ana Hurtado,25081995,4,100,47,40,6,0,5,1,1,0,0,391,1
CC,6697561888,Manuela González,15081914,42,78,81,57,5,0,5,1,1,0,1,809,1
CE,1911905061,Daniela López,10071949,92,57,92,51,6,1,2,0,1,0,1,913,0
CE,9133945739,Ana Perez,02021945,70,43,44,70,2,0,4,0,1,0,0,652,1
CE,4767669675,Miguel Rodríguez,18051937,100,17,55,77,2,1,4,0,1,0,0,443,1
CE,6058488589,Ana Hernández,25091957,17,33,37,87,5,1,2,1,0,1,1,540,1
TI,2149669769,Carlos López,19061963,68,89,85,68,1,0,4,0,0,1,1,28,0
CC,8734731311,Carlos Martínez,14102006,9,55,12,16,6,1,2,1,1,0,0,101,1
TI,4736253623,Laura Murillo,16111963,21,11,26,20,1,0,6,0,1,0,0,548,1
CE,9504195783,Melissa Cifuentes,12041945,27,27,24,36,6,0,3,0,0,1,0,455,1
CC,3317430118,Marcela Hurtado,15081999,57,71,64,20,1,1,5,0,1,1,0,913,1
CC,0084251907,David Cifuentes,14112004,27,44,34,55,1,0,5,1,1,1,1,190,0
CC,6499245438,Juan Castaneda,01111969,35,84,98,76,5,0,3,1,1,0,1,319,1
CC,6314523579,Juan López,01101938,58,73,31,62,4,1,2,1,1,1,1,735,0
CC,8114738560,Sofía Hurtado,22061964,50,83,14,10,5,1,3,0,0,0,0,156,1
TI,6406292354,Marcela Martínez,03092008,96,47,67,63,6,1,1,0,0,0,0,893,0
CE,9895757427,Miguel Murillo,09122009,26,60,97,34,5,1,6,1,1,0,0,731,0
CC,7866881695,Ana Cifuentes,21071929,46,29,19,48,5,1,6,0,1,1,1,121,1
TI,0308133153,Sofía García,27121973,18,5,99,18,6,0,5,1,0,1,1,758,0
TI,9816220300,Marcela Rodríguez,23041933,78,100,74,35,4,1,1,0,0,1,1,634,0
CE,1620478629,María Perez,15111998,37,61,16,6,3,0,4,0,1,0,0,134,0
CE,5812899632,Manuela López,09121939,81,87,65,16,5,0,5,1,0,0,0,771,1
TI,5343718453,María González,17111961,94,52,83,24,4,0,3,1,1,0,0,676,1
CE,4848255769,David Martínez,28111942,60,36,77,8,3,0,2,0,0,1,0,994,0
