tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,2803754908,David Cartagena,17092024,47,86,87,3,2,0,4,1,1,1,1,182,0
CC,8562997305,Marcela Murillo,25021970,46,64,100,46,6,1,3,1,1,0,0,427,0
CC,8198765375,Luis Perez,24051929,35,25,98,11,6,1,5,1,0,0,0,52,1
CC,9577129192,Sofía López,04061958,81,62,59,30,2,1,2,0,1,0,1,304,0
TI,0171810366,Luis López,02101990,71,21,73,28,5,0,4,0,1,0,0,830,1
TI,0377358061,María Hurtado,18101984,11,38,25,94,2,0,5,0,1,1,0,116,0
CE,4246660236,Daniela González,26021955,91,2,50,66,5,1,2,1,0,1,0,31,0
CC,7206519946,Daniela Castaneda,04091926,38,10,23,74,1,0,4,1,1,1,1,456,1
CC,2003691968,Juan Hurtado,19071967,52,52,21,71,6,1,3,0,1,1,0,976,0
TI,8093009923,Juan Murillo,14091955,87,38,16,13,6,0,6,0,1,0,0,265,1
CE,7283952346,Daniela García,17011911,77,32,100,54,4,0,1,0,1,1,1,825,0
CC,1825373386,Carlos Castaneda,03081937,19,7,49,66,6,1,2,0,0,1,1,940,1
TI,8788347393,Melissa Perez,13072005,17,1,24,31,1,1,3,1,1,1,1,492,0
CE,0869140618,Ana Cartagena,27071963,50,87,88,30,3,0,2,0,1,0,0,107,0
CE,5949544586,Laura López,09061997,93,90,10,81,3,0,3,0,0,0,0,943,1
TI,5945863535,Melissa Perez,08082003,59,4,38,11,2,1,5,1,1,1,1,319,1
CE,9150160362,Carlos García,24051960,18,99,39,28,1,1,2,1,0,1,1,547,1
TI,6218142249,Sofía Rodríguez,17111930,39,9,21,62,6,1,5,1,0,0,1,223,1
TI,0858070098,Miguel González,18051938,26,83,29,4,2,0,1,1,1,0,1,187,1
CE,9644985694,Gabriela Cifuentes,05101935,20,95,33,4,6,0,4,0,0,1,0,335,0
CC,5560501260,Carlos Perez,11011998,89,14,57,20,3,1,6,1,1,0,0,526,0
