tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,6467737904,Gabriela Hurtado,26111934,69,93,4,97,1,0,2,0,0,1,0,805,1
CE,0479948048,Melissa Hurtado,22081978,8,81,31,2,1,0,6,0,1,0,0,968,1
TI,9209651567,Daniela Cartagena,08021954,45,67,20,38,6,1,6,0,0,0,0,715,1
CC,3765822288,Laura Hernández,11061970,15,62,80,42,3,0,4,1,0,1,1,625,1
CE,8116670014,Laura Perez,11021963,60,12,73,90,3,0,2,0,0,0,0,215,1
CE,6225485918,María Murillo,07021987,85,74,69,30,5,0,4,1,0,1,0,843,1
CC,0571825068,David García,24061993,83,100,49,47,2,1,5,1,1,1,1,649,1
CE,2894244462,Juan Cifuentes,25041972,9,24,46,17,5,0,3,1,0,1,1,915,0
CE,2112957131,Daniela López,16071960,99,27,63,95,2,0,2,1,0,1,0,749,1
CE,2059934115,Daniela Castaneda,06061964,58,32,36,72,4,0,3,0,0,0,1,113,0
CE,7462056300,María Cifuentes,17051918,78,75,54,60,3,0,1,1,1,0,0,420,0
CE,6255203133,Marcela Cartagena,03011949,22,33,36,63,4,1,1,1,0,1,1,569,1
CE,3131107658,David García,27122005,92,68,55,44,4,0,3,0,0,1,0,496,1
CE,7107010558,Marcela Hurtado,11121984,73,10,10,97,6,0,1,1,1,0,1,645,1
TI,3656143090,Melissa García,06021976,51,47,2,9,4,1,4,1,0,1,0,260,1
TI,5827914283,Melissa González,25081937,8,67,2,29,3,1,3,0,1,0,1,591,1
TI,2352967439,Gabriela Martínez,27091925,39,69,27,28,2,1,1,0,0,1,1,956,0
CC,8486110850,Marcela Hernández,03011931,35,11,85,29,4,1,4,0,1,0,0,485,0
CC,6283762380,David Hernández,09011925,67,58,12,69,2,1,1,1,0,0,0,837,0
CE,1191781633,Carlos Perez,20061973,11,58,95,67,2,0,2,0,1,1,1,48,1
CE,8073263735,Laura Cifuentes,28072008,18,58,29,86,1,0,1,0,1,0,0,28,0
TI,3802680577,Gabriela Perez,22072002,91,13,23,68,6,1,2,1,1,0,1,309,1
TI,8566362325,Juan Perez,16031931,8,10,10,95,1,1,2,0,1,1,1,608,1
TI,8755424761,Ana Hernández,10091975,92,1,23,82,3,0,5,1,1,0,0,918,0
CC,8272735051,Laura Cartagena,12031976,2,64,25,31,2,1,5,0,0,1,0,663,0
TI,1434912838,Luis Cifuentes,03041955,84,95,99,15,6,0,2,0,1,0,1,558,1
CC,2156301685,Gabriela Murillo,23051965,10,67,33,15,4,1,5,1,1,1,1,599,0
TI,6730057823,Melissa Murillo,12081943,100,28,57,88,4,0,6,1,0,1,0,305,1
CE,3126805337,Manuela López,28021993,19,92,68,83,3,1,2,1,0,1,0,775,1
TI,4876801099,Sofía Castaneda,22081971,31,72,73,31,3,0,3,1,0,1,0,73,0
CE,1329355161,Melissa González,03071911,38,86,77,37,5,1,5,0,0,1,0,943,1
CC,9919487518,Gabriela Perez,17051928,64,43,52,91,2,1,6,0,0,0,1,519,1
CC,9620295584,David Martínez,10011950,89,2,38,5,4,1,5,1,0,1,1,305,1
CC,1515353589,Juan Rodríguez,13071960,26,37,14,54,4,0,1,0,0,0,0,556,0
CE,6265547917,Marcela Cifuentes,25042001,63,71,50,5,1,1,6,0,1,0,0,192,0
TI,5281692937,Carlos Cartagena,17051930,13,75,71,19,4,0,6,0,0,1,0,541,0
CC,4498443797,Juan Cartagena,03011957,23,98,89,94,6,1,3,0,0,0,0,807,1
TI,6503896145,Miguel Perez,23021963,83,50,8,71,1,0,1,0,1,0,0,200,0
CC,8935949012,Laura Hurtado,16121963,47,77,79,7,5,1,1,1,1,0,1,111,0
TI,7919650218,Ana Murillo,09101931,86,15,93,54,1,0,4,1,0,1,0,720,1
TI,8806405144,María Hernández,09081939,33,30,52,51,3,1,4,0,0,0,1,779,0
CC,2286470766,Luis Martínez,17111966,58,93,89,43,1,1,4,0,1,1,1,117,1
TI,4583571171,Marcela López,13091955,78,78,22,54,2,0,1,1,1,0,0,843,0
CC,2998227590,Laura Hurtado,13111975,50,73,83,58,5,1,6,0,0,0,1,34,1
CE,1126808170,Carlos Castaneda,01032009,30,59,59,19,5,0,6,0,1,1,0,694,0
CE,2530964862,Gabriela González,23052004,98,2,9,10,6,1,6,1,1,1,0,35,0
TI,6905173460,Juan Murillo,07081958,70,10,49,43,5,0,3,1,1,1,1,358,0
TI,3581876364,Marcela Murillo,12111927,12,43,80,63,6,0,1,1,1,0,1,996,1
CC,1627331175,Sofía Martínez,18041975,51,45,68,79,3,0,5,1,1,1,0,557,0
CE,1928489174,Manuela Rodríguez,04051976,95,28,18,67,2,0,2,0,1,1,0,301,1
CE,1519564656,Miguel Martínez,15041955,22,77,50,36,5,1,6,0,0,1,0,482,0
TI,5211634644,Laura Perez,24111932,85,46,30,38,4,0,2,0,0,0,1,92,0
CE,2397589535,Luis Hurtado,14121989,15,97,8,29,4,0,1,1,0,0,0,796,0
TI,7317139801,Melissa Martínez,19071963,17,69,95,74,1,1,5,1,1,1,0,196,0
CE,5965195967,Gabriela Hurtado,15051933,89,41,35,57,6,0,3,0,1,0,0,556,0
TI,6415691209,Sofía López,28111934,41,98,75,18,3,0,3,1,1,0,0,828,1
CE,0235190436,Gabriela Martínez,11071997,44,100,12,60,4,1,1,0,1,0,1,443,1
CC,3753360313,Juan Cartagena,14121996,45,73,55,64,3,0,6,1,1,0,1,598,0
TI,6500893296,Miguel Martínez,20112001,10,72,19,4,3,1,4,1,1,1,0,582,0
TI,6874975631,María Hurtado,11062006,71,80,31,77,3,1,2,0,0,1,0,880,0
CE,1299227802,Ana López,27111920,8,94,28,83,3,0,6,1,0,0,0,670,1
TI,1229068388,Gabriela Hernández,19081970,13,41,99,42,3,0,1,1,1,1,1,722,0
TI,7556709996,Ana Hernández,27011971,27,62,72,64,5,1,5,1,0,1,1,246,0
TI,7393677037,Gabriela García,22061969,99,65,6,32,1,1,1,0,0,1,0,386,0
TI,4596729654,Manuela Murillo,10071953,94,30,95,69,3,0,1,0,1,0,1,611,0
CE,0215338983,Laura Castaneda,22102008,58,78,33,3,4,0,3,1,0,1,0,770,0
CC,7489402054,Sofía Rodríguez,23011962,43,62,22,62,3,0,2,0,0,0,0,379,1
CC,0590709871,Ana López,26011980,86,67,83,17,4,1,4,1,1,1,0,419,0
CC,6542794268,Juan Martínez,08121977,79,78,24,25,2,1,6,0,0,1,0,211,0
TI,0857628028,Gabriela González,25031951,2,39,65,74,1,0,4,0,1,0,1,811,0
CC,3848321145,Laura Hurtado,12022015,82,3,99,59,3,1,4,1,1,0,1,479,0
CE,5847062299,Manuela García,09091953,3,31,36,66,6,1,1,1,0,0,0,432,1
CC,4494882022,Laura Cartagena,10071995,85,33,80,99,4,0,5,1,0,0,0,107,1
CC,5341289491,Laura Castaneda,17011993,57,80,43,52,2,1,6,1,0,1,0,723,1
