tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,3850605957,Sofía Perez,02021957,15,5,78,56,4,1,3,1,1,1,1,525,1
CE,0523692182,María Hurtado,18091977,19,17,96,56,6,1,3,0,1,1,0,671,0
TI,7982529928,Laura Rodríguez,21122004,63,10,48,52,4,1,1,0,0,1,0,458,0
TI,1865886760,Daniela García,11021997,8,75,31,94,4,0,3,0,0,1,1,836,0
CE,6587342647,Marcela González,21041969,25,17,50,82,3,1,5,1,1,0,0,467,1
CC,2409924848,David Martínez,02012007,87,84,79,67,2,1,4,1,1,1,0,822,1
CC,4988749918,Ana Cifuentes,26111976,19,18,65,48,4,0,6,0,0,1,0,957,1
CE,8057685733,María Cartagena,10021964,4,67,88,28,5,0,6,0,1,0,1,47,1
TI,2641483047,Daniela Perez,15121942,54,83,25,2,4,1,4,0,0,0,0,192,1
TI,9113443342,Luis García,25071986,48,100,21,86,5,1,4,1,0,0,1,19,0
TI,7742555963,Luis Murillo,13111977,52,71,64,48,3,0,4,1,0,0,0,896,0
CE,7375340925,Miguel González,04091955,26,93,83,38,6,1,5,0,0,1,0,829,1
CE,7465397567,Daniela García,16111955,13,36,3,71,3,1,6,0,1,0,1,643,1
TI,3961445145,Melissa Cifuentes,05031961,52,44,82,64,5,0,3,1,1,0,1,863,0
TI,9061834315,Sofía Castaneda,10122008,99,34,83,34,5,0,4,1,0,0,0,486,1
CC,0928639487,Daniela Hernández,07092005,28,20,25,75,1,0,5,1,1,1,0,941,0
TI,3498761817,Marcela Castaneda,13032003,48,84,19,53,5,0,3,1,1,0,1,286,1
CE,6320298046,Juan Hurtado,26071992,77,80,12,36,5,1,2,1,1,0,0,274,1
CC,6628711371,Ana Cartagena,11071930,41,96,50,100,4,0,1,0,1,1,1,758,1
TI,6210598022,Sofía Castaneda,01091975,75,61,57,3,2,0,5,1,0,1,1,133,1
TI,9447617662,Sofía Cifuentes,09021967,3,23,2,9,4,0,3,0,0,0,0,955,1
TI,6336438791,Luis Cifuentes,06071927,16,64,52,52,6,0,3,0,0,1,1,992,0
TI,5326855973,Marcela Rodríguez,19081995,74,49,22,32,5,0,3,0,1,1,0,598,0
CC,3240876741,Sofía Cartagena,14041945,67,18,55,47,1,1,2,0,0,0,0,756,0
TI,7567662783,Melissa Hernández,19091930,25,14,6,70,3,0,5,1,1,1,1,695,0
CC,4291173236,David Cartagena,02041982,71,65,26,75,3,0,1,1,0,0,1,950,1
TI,2636521343,Miguel Murillo,22091945,27,54,96,37,4,1,5,0,1,0,1,137,0
CE,7100640193,Sofía Perez,04111986,75,37,61,91,4,1,2,0,1,1,1,885,0
CE,6997851912,Melissa García,26031963,2,4,83,36,3,1,2,1,1,0,1,70,0
