tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CC,6902880505,Laura Hernández,15041943,83,87,90,64,6,1,5,0,1,0,1,88,0
CC,7726345225,Marcela Murillo,08011930,38,1,68,40,4,1,1,1,0,1,1,978,1
CC,1879401351,David González,03072004,14,78,85,52,6,1,5,0,1,1,0,529,0
TI,8714696215,Laura Martínez,14101931,16,2,50,71,1,1,6,1,1,1,0,579,0
CC,8872240343,Manuela López,12061983,40,97,94,2,2,1,2,1,0,1,1,484,1
CC,7434340336,Laura Hernández,03071969,62,24,63,61,3,1,6,0,1,1,0,659,0
TI,0012494312,María Rodríguez,09011932,56,59,57,1,2,0,3,0,0,1,0,842,0
CE,4199026989,María Murillo,09102005,63,33,21,22,4,0,3,1,0,0,1,559,1
CE,9543319771,Melissa Murillo,17122009,68,83,20,19,4,1,6,0,1,1,1,609,0
CE,3644720743,María Hernández,27061953,4,78,51,43,3,0,4,1,1,0,0,321,1
TI,1018612870,Carlos García,05121974,17,39,4,6,5,1,1,1,1,0,1,876,1
CE,9058942617,Juan Hernández,01102006,71,73,79,1,3,0,4,0,1,1,0,644,1
TI,5319306162,David García,23071952,81,81,26,46,5,0,3,0,1,0,1,746,0
CC,5539205136,David Castaneda,12081989,65,1,78,71,3,0,1,0,1,1,1,246,1
CC,6878427002,Sofía Martínez,09121970,35,64,28,82,1,1,1,1,0,0,1,40,1
CE,4209552849,Gabriela Hernández,12012000,53,13,60,17,3,0,4,0,1,0,1,391,0
CE,8625105071,Carlos García,24121961,98,48,59,68,4,1,3,1,0,1,0,38,1
CE,8892508126,Melissa González,21021955,48,100,74,55,4,0,4,1,0,0,0,755,1
CC,3285128665,Sofía Cartagena,13021971,38,14,32,38,1,1,5,0,1,1,0,945,0
CC,9917984651,Juan García,15091963,70,18,32,12,5,1,4,0,1,1,0,119,1
TI,5820444656,Manuela García,05121988,4,45,36,9,3,1,6,1,0,1,1,223,1
CE,2190116212,Ana García,06081978,75,26,78,52,2,0,4,1,1,0,1,836,0
CE,5701047608,Gabriela González,26101925,63,82,97,93,3,1,2,1,0,1,1,218,1
CC,0021775522,Melissa Martínez,21082004,43,41,20,84,6,0,5,0,1,1,1,906,1
CC,7871259664,Luis Martínez,24121989,74,17,22,76,3,0,4,0,1,0,0,666,0
CC,8148070899,Melissa Rodríguez,09041942,87,20,36,39,6,1,1,0,1,0,1,492,1
TI,7270427319,Gabriela Murillo,21111933,97,92,14,62,1,1,2,1,1,0,0,635,0
