tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,5966008173,Laura Hurtado,24122014,99,52,77,26,3,0,5,0,0,1,0,884,1
TI,4118309724,Juan Martínez,20021968,89,93,85,82,5,1,1,1,0,1,1,29,0
CE,3225328149,Ana García,06021932,90,54,5,18,2,0,2,0,0,0,1,55,1
TI,0351782091,Ana López,26061977,10,66,90,63,6,1,1,1,1,1,1,456,0
TI,1381729379,Ana Hernández,28041940,72,74,3,15,5,1,6,1,0,1,0,742,1
CE,7245668116,Luis Hernández,04071992,73,85,27,24,5,1,3,0,1,0,0,459,1
CC,8419274976,Marcela Hernández,06061968,100,26,29,33,1,0,3,1,0,0,0,573,1
CC,3148453571,Marcela García,27112009,97,51,87,97,2,0,6,0,0,1,0,606,0
CC,2302281311,Sofía González,10021942,60,40,67,7,6,1,3,1,0,0,1,944,0
TI,2974167951,Luis García,01121968,43,99,2,100,4,1,6,1,0,0,0,775,1
CC,3737473896,María Cifuentes,05062005,51,64,25,67,4,1,4,1,0,0,0,344,1
CE,6038649887,Ana Castaneda,05031951,45,14,71,9,1,0,2,1,0,0,0,728,0
CC,1412520351,Marcela González,17111993,69,2,80,40,2,1,5,1,0,1,1,718,1
TI,7723078415,Sofía López,06111994,94,78,80,49,2,1,3,1,0,1,1,71,0
CC,0840443111,Daniela González,06032003,54,86,13,74,5,0,2,0,0,0,1,872,0
CC,3105271205,Marcela Cartagena,13011981,95,53,57,95,2,0,4,0,1,1,0,615,1
CC,1536418419,Marcela González,28042005,41,82,6,52,1,0,2,0,1,0,0,87,0
TI,7800252183,Gabriela García,08091994,4,79,40,3,6,1,4,1,0,0,1,921,0
CE,6849677539,Juan Cartagena,09091957,52,72,9,62,4,1,2,1,0,0,1,830,1
CE,1732449275,Miguel Rodríguez,25031935,20,19,5,61,1,0,3,0,0,1,0,151,1
CC,4829282996,Luis García,22061939,2,89,6,71,4,1,1,0,0,1,0,670,0
TI,9848115740,Daniela Castaneda,15021927,23,63,72,28,1,1,1,1,1,1,1,703,0
TI,8301254761,Laura Martínez,15071964,6,40,32,27,5,1,3,0,1,1,0,147,1
CC,2500365790,David Cartagena,21061996,1,41,7,47,3,1,2,0,0,1,0,315,1
CC,4703716511,Sofía Martínez,13051939,72,24,38,49,5,1,1,0,0,0,1,616,0
CE,2206213386,Marcela García,10011957,58,94,87,17,5,0,5,1,0,1,1,493,0
TI,7051041198,Manuela Hurtado,07071984,66,29,49,42,1,0,5,1,0,1,1,334,1
CE,7646984056,Daniela Cartagena,02102003,36,8,45,25,4,0,3,0,1,0,0,77,1
TI,3209864203,Miguel Cartagena,18051994,37,29,43,25,2,1,4,0,0,0,1,183,1
CC,2665918724,Laura Hernández,03041969,73,79,28,26,3,1,6,1,1,0,1,84,0
CE,7999726166,Melissa López,14011928,81,38,88,28,5,1,1,1,0,0,0,243,0
CC,1529671516,Gabriela García,17051928,71,30,59,42,2,1,5,1,0,0,1,487,1
CE,8646966334,Manuela Rodríguez,03101948,57,39,73,54,2,1,5,1,1,0,0,579,0
CC,9769781000,Marcela Rodríguez,07021942,19,8,54,3,2,0,5,0,1,0,0,449,1
CE,2776259731,Juan López,21021957,46,92,93,59,1,0,6,0,0,0,0,24,1
CE,6094463861,Luis González,14021941,30,91,34,47,3,0,3,0,0,0,1,908,0
CC,0428765025,Daniela Martínez,11041959,89,48,75,39,5,0,4,1,0,0,0,490,1
TI,0786712398,Carlos Hernández,19071965,45,80,56,89,5,0,2,0,0,1,1,392,1
TI,3935737085,David López,18011993,60,25,88,41,5,1,3,0,1,1,1,961,0
CC,6040469377,Manuela Hurtado,10102009,77,30,29,47,1,0,6,1,1,1,0,380,1
CC,5668050088,Sofía Cartagena,03072010,35,37,60,31,5,1,6,1,1,1,1,30,1
CE,8742435210,Laura Cifuentes,15101985,100,73,77,2,4,0,5,1,1,0,1,599,1
CC,9197712926,Daniela Cartagena,20071949,95,25,98,43,6,0,1,0,0,1,1,789,1
CC,2549609469,Ana Rodríguez,18072005,40,33,92,70,1,0,3,0,0,1,1,152,1
CE,3020876031,Laura Murillo,07091926,15,14,18,80,6,1,2,1,1,0,1,236,1
TI,3045603036,Luis González,25051971,30,85,29,45,4,1,2,1,0,0,1,472,0
CE,5292784090,Juan Hurtado,22011987,51,56,64,74,6,0,6,0,1,0,1,425,1
TI,9942710621,Laura Murillo,06041987,95,87,74,72,6,0,3,0,1,1,1,571,0
CC,6122452090,Luis Perez,03091930,73,49,78,54,3,0,5,0,1,0,1,540,0
CE,0820978342,Luis Perez,02031994,82,87,46,59,6,1,6,0,0,1,0,239,1
CE,6405063490,Miguel Cifuentes,28111969,45,54,71,84,2,1,6,1,1,0,1,41,1
CE,2256794580,Luis López,27061946,47,32,19,88,2,1,5,1,0,0,0,777,0
CC,1639044478,Melissa García,01051985,2,69,30,75,4,1,6,1,0,1,1,211,1
TI,2579909328,Miguel Hurtado,24111949,89,47,58,6,1,0,3,0,0,0,1,732,0
CC,8201969915,Juan Hurtado,13112004,35,14,39,17,5,1,3,0,0,1,1,31,1
TI,8351375595,Sofía Rodríguez,02011930,70,95,71,13,2,0,6,0,1,1,1,96,0
CE,9043499596,Melissa González,20041976,53,83,91,40,5,1,2,0,0,0,1,461,0
CE,9593712199,Miguel Cifuentes,01041941,28,81,70,47,6,0,3,1,0,0,0,606,1
CE,8789566061,Daniela González,08031992,79,89,13,99,2,1,1,0,0,1,1,171,0
CC,5196052179,Carlos Castaneda,06091929,100,72,22,18,3,0,5,0,0,0,0,71,1
CC,5042664958,Miguel Perez,06072009,79,16,38,55,4,1,4,1,0,0,0,855,1
TI,1272593002,Laura Cifuentes,04052001,23,47,73,52,5,0,6,1,1,1,1,869,0
TI,3924834194,Laura Murillo,12121953,52,6,51,13,1,1,2,0,0,0,0,738,1
CE,4561395673,Melissa Perez,05071934,86,36,85,83,2,1,6,0,1,0,1,559,0
