tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
TI,4961719462,Laura López,12051969,1,46,66,98,3,0,5,1,1,0,0,942,1
CC,2411486312,Melissa García,15101967,94,10,51,69,6,1,3,1,0,1,0,495,0
CE,2892844028,Juan Cifuentes,11102008,96,67,8,82,3,1,5,0,1,1,0,251,0
CC,8772244201,Juan López,23041963,39,49,89,13,5,1,4,0,0,0,1,434,1
CE,1156797746,Melissa Perez,10021965,46,7,93,48,4,1,5,0,1,1,1,510,0
CC,9481842918,Daniela Rodríguez,15111970,47,93,61,7,6,1,5,1,0,0,0,206,1
CE,9072999102,Laura Castaneda,19102004,82,58,52,15,5,1,6,0,1,0,1,546,1
CC,6436583973,Luis Murillo,10112003,40,35,27,3,6,0,1,0,1,0,1,661,0
TI,4465479870,Luis Hurtado,14011967,62,56,84,100,3,0,6,0,0,0,0,109,1
CE,1707163085,Miguel Cartagena,11042000,3,41,64,79,2,1,3,1,0,1,1,686,1
CE,1151932906,Luis Hernández,23042021,44,2,79,58,4,0,3,0,1,0,0,849,1
CE,8623971310,Melissa Cifuentes,24091961,67,16,12,84,1,1,6,0,1,0,1,684,0
TI,2931059374,Marcela García,24031937,55,89,19,22,3,0,3,1,1,1,1,796,1
CC,5971921336,Marcela Hurtado,14051979,23,56,97,20,1,0,2,1,0,0,1,533,0
TI,7156577908,Carlos López,27121936,50,26,68,16,3,1,3,1,1,1,1,169,1
CC,2238931164,Laura Murillo,12111930,82,100,100,32,5,0,5,0,0,1,1,810,0
TI,6219184154,Melissa Martínez,26072006,37,18,54,79,2,1,3,0,0,0,0,552,0
CE,0284474412,Carlos Perez,02091939,97,13,22,23,5,0,4,0,1,1,0,102,1
TI,9399201965,Manuela López,07031977,99,84,98,92,3,1,5,0,1,0,0,364,0
TI,6329774024,María Hernández,01041983,80,76,47,70,1,1,4,1,0,0,0,801,1
CC,9963379732,Juan González,24081909,67,61,6,13,5,0,5,0,0,1,0,65,1
CE,8112105125,Manuela Castaneda,12092008,53,5,53,57,1,1,4,0,0,1,1,6,1
CE,1770180710,Miguel Cifuentes,11101998,63,14,28,54,3,1,3,1,1,1,1,972,0
TI,0155368796,Gabriela Martínez,20041987,25,19,67,9,2,1,6,1,0,1,0,285,0
CE,6564817734,Melissa Hurtado,25101990,24,72,86,69,1,0,1,0,0,0,1,193,0
CE,6135324258,María Hurtado,19071967,81,1,20,77,4,0,3,0,0,0,1,230,1
CC,2864790284,Carlos González,05031994,52,84,5,25,1,1,6,1,1,0,0,436,0
CC,0487013069,Luis González,21031963,42,74,53,73,2,1,1,0,0,1,0,533,1
CE,6666736574,Manuela Martínez,08051985,21,89,57,15,2,1,3,0,1,0,0,593,1
CC,5454984483,Manuela López,20071999,68,83,10,97,5,1,1,0,0,1,0,560,0
TI,3944693101,Manuela Rodríguez,27071970,30,55,87,88,5,1,1,0,0,0,0,432,1
TI,9490061469,Carlos López,01041964,88,74,55,95,4,0,6,1,0,1,0,991,0
CC,4862918793,Gabriela Perez,19041974,86,83,41,62,2,0,1,0,1,1,1,254,0
CC,4107968015,Daniela Martínez,19012005,88,36,41,87,2,1,4,0,0,0,0,800,0
CC,9519236825,David García,27091993,92,19,35,88,3,1,6,1,1,0,1,534,0
CE,0519934259,Carlos Murillo,06022000,65,72,79,55,3,1,3,1,0,1,0,783,0
CC,7591261410,Juan Murillo,21061957,23,22,58,51,1,0,6,1,1,0,1,771,1
CE,2453364715,Melissa Rodríguez,28021968,81,35,20,38,6,1,2,1,0,1,1,584,0
CE,9610792867,Laura Cifuentes,03101963,83,82,43,22,5,1,6,1,1,1,1,55,1
CC,2033752679,Laura García,23051984,72,40,29,78,3,0,1,0,1,0,0,827,1
CC,4394990994,Ana Hurtado,07121916,74,74,1,38,2,1,1,1,0,1,1,279,1
CE,5999202831,Marcela Martínez,25041926,10,40,85,51,5,1,1,1,1,1,0,824,1
CC,0057110491,María Hurtado,27061969,40,21,37,51,2,0,4,1,0,0,1,272,1
CC,5266483745,Luis Cartagena,03031992,86,53,91,4,3,0,4,0,0,0,1,150,0
CE,7792083136,Juan Cartagena,22031977,18,8,77,25,2,0,3,1,0,1,1,782,0
TI,8466456888,Laura Perez,08091931,19,86,99,79,3,1,2,1,0,1,0,976,1
CE,2125930707,David García,08071935,67,37,33,66,4,0,3,1,1,1,1,810,0
TI,4730601277,David Perez,25011974,53,18,26,71,6,1,2,1,1,1,0,104,0
CC,3742198862,Miguel Murillo,09041979,43,9,8,98,1,0,4,1,0,0,0,172,1
CE,3761653904,Luis Castaneda,25091937,45,55,42,35,2,0,4,1,0,0,0,268,1
TI,9202494143,Juan Castaneda,01041965,35,47,79,16,3,0,4,1,1,0,0,585,1
CE,2183619764,Carlos Cartagena,22011961,54,81,62,23,3,0,2,0,1,1,1,919,0
CE,6795153189,Daniela Hernández,10021988,62,75,70,19,3,0,4,1,1,1,1,709,1
CE,5956864686,María Hurtado,06081956,86,59,16,40,5,1,4,0,0,1,0,683,0
CC,2615798915,María Hernández,02051941,82,5,66,95,4,1,2,1,1,1,1,792,0
TI,9961506495,David Cifuentes,15021954,93,22,87,10,6,1,6,1,1,0,1,245,0
CE,8166800103,Marcela González,15111931,80,12,47,34,6,0,2,1,1,1,0,737,1
TI,9626383738,Daniela Cifuentes,24111948,41,20,45,71,1,0,4,0,1,1,0,348,0
CC,7781617873,Carlos González,26061931,94,44,28,49,2,0,3,1,0,0,0,347,0
CC,2162454975,Gabriela González,22101952,48,95,3,37,4,1,1,0,0,1,1,357,1
CC,3142731575,Melissa Perez,18081935,3,87,11,30,6,1,1,1,1,1,1,924,0
TI,0971266194,Luis Martínez,03031942,22,42,11,45,6,1,5,0,0,1,0,222,1
CE,4986230977,Miguel Rodríguez,23111954,97,58,67,78,6,0,3,0,0,1,1,261,1
CC,2607244451,David García,08051955,45,34,56,61,6,1,1,1,0,1,1,82,1
CE,0831945049,Laura Murillo,10111959,84,3,72,97,6,0,4,1,0,0,1,251,0
TI,2702087761,Gabriela González,17071974,24,86,67,17,5,1,6,0,0,0,0,427,1
CC,1350138670,María González,13121977,13,37,33,29,5,0,6,1,1,1,0,234,1
TI,4710040111,Marcela Perez,05021940,12,98,23,91,6,1,4,1,0,0,1,575,0
TI,8682584019,Juan González,22081958,52,5,95,45,4,0,4,1,0,0,0,514,1
TI,9476858400,Carlos Cifuentes,16111995,95,45,72,66,3,0,6,1,1,0,1,896,0
CE,5309343935,Melissa Hurtado,22061912,72,52,29,2,5,1,2,0,0,1,0,94,1
TI,2915952244,Miguel González,24031984,9,33,63,71,2,1,3,0,1,0,1,805,0
TI,6490030275,Luis Hernández,16081973,47,65,27,22,2,1,5,0,0,1,1,858,1
CC,7005323034,Gabriela Rodríguez,13011952,60,72,10,74,2,0,5,1,0,0,0,180,0
CE,5901807401,Juan López,25091937,24,87,18,64,2,1,1,0,1,1,1,787,1
TI,3494151469,Miguel Cifuentes,14111943,24,8,64,91,5,0,4,0,0,1,0,789,1
TI,7555167007,Marcela López,02011990,72,61,43,54,5,1,4,0,0,0,1,879,0
CE,4535702988,Sofía Murillo,13091974,13,59,64,100,2,0,2,1,1,1,0,875,0
CE,6482082701,Laura Rodríguez,27032007,92,62,57,22,5,0,5,0,0,1,1,97,1
TI,9766612528,Juan López,07121948,63,9,48,53,3,0,4,1,1,1,1,355,1
CE,4715764017,Luis González,09031999,15,30,96,67,2,1,5,1,1,1,0,911,0
CE,8096687130,María Hurtado,04101935,62,15,44,9,3,1,3,0,1,0,1,565,0
TI,9596405200,Melissa García,11061933,75,22,95,51,4,1,1,0,0,1,1,47,0
TI,9445774174,Gabriela Cartagena,28081932,13,69,36,7,5,1,2,1,0,1,1,586,1
TI,6698950315,Carlos Martínez,11111939,96,13,76,78,6,1,3,0,0,1,0,502,1
TI,6337226475,Marcela Perez,17111971,90,55,59,10,5,1,2,0,1,1,1,912,0
CE,4391878471,Miguel González,27072006,94,95,89,19,5,0,5,1,1,1,1,296,0
CE,1886117715,Daniela Castaneda,24051972,40,87,9,81,3,1,1,1,1,0,1,130,0
CE,2314292361,Juan López,24121927,75,90,6,18,6,0,5,0,0,1,1,917,0
TI,4586143623,Sofía Cartagena,18011954,47,75,32,14,3,0,6,0,1,0,1,199,1
TI,3494278216,Miguel Hurtado,23011918,85,46,5,67,3,0,4,0,1,1,0,239,1
TI,5420109504,David Castaneda,01081983,8,68,41,1,4,0,2,1,1,0,0,571,0
CC,1225594301,Gabriela García,18071965,50,88,59,63,5,1,6,0,0,1,0,106,1
TI,6267037933,Juan Murillo,27071928,73,97,13,45,2,1,2,1,0,0,1,126,0
TI,0241173251,Miguel Perez,10011943,61,10,68,13,6,1,2,0,0,1,0,948,0
TI,9787651870,Melissa Hurtado,18031974,11,65,17,41,2,0,2,1,1,0,0,821,1
CE,0110605390,Ana López,13041982,52,61,89,73,2,1,3,0,0,0,0,370,1
CE,9781308029,Gabriela Cifuentes,06081938,18,30,97,68,1,1,6,0,0,0,1,564,1
CC,4592639614,Carlos Cartagena,08112001,17,51,29,80,1,1,1,0,1,1,1,640,1
CC,4409475563,Carlos Murillo,16071932,59,60,1,41,1,0,6,0,0,0,0,542,1
