tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,fondoOrigen,prePensionado,institucionPublica,condecoracion,hijosInpec,familiaPolicia,observacionDisciplinaria,numeroSemanas,declaraRenta
CE,5088284545,Juan Hurtado,09091970,33,55,46,92,4,1,1,1,1,0,0,999,0
TI,9333224892,Marcela Hurtado,07061978,63,29,14,49,4,0,2,1,1,0,1,845,0
CE,3095582380,Luis Hernández,13081942,74,3,18,24,6,1,2,0,0,0,1,771,0
TI,4021139647,Ana Cartagena,26071988,5,83,1,43,6,1,4,1,1,0,1,867,0
TI,6281642445,Manuela Rodríguez,24101985,5,31,34,51,5,1,5,0,0,0,0,20,0
TI,4038715580,Carlos Martínez,08072003,46,18,59,60,1,1,3,0,0,0,1,977,1
CC,5369324499,Luis Castaneda,22061990,68,45,61,5,2,0,6,0,0,0,0,644,0
TI,3196157944,Miguel Perez,10051972,14,1,26,41,1,1,1,1,0,1,0,494,1
CC,2424289568,Juan Rodríguez,13102001,3,81,21,66,6,1,3,1,0,1,1,768,0
TI,3960863793,David García,15061955,73,61,58,79,2,0,6,1,1,0,0,102,1
CC,1280959170,Miguel Hurtado,28051923,73,29,1,18,2,1,6,1,0,0,0,104,1
TI,8441393562,Miguel Cifuentes,22041932,1,64,28,30,6,0,3,0,0,1,0,647,0
CC,8104853798,Gabriela Hernández,09101963,84,29,84,11,5,1,4,0,1,1,0,688,1
CE,0090877091,Daniela García,21011960,32,11,6,70,5,1,6,0,0,0,0,715,0
CC,6380145355,Melissa Cartagena,25012005,27,24,34,88,4,0,1,1,1,0,1,338,0
TI,6400736872,Ana Hurtado,22061942,81,19,79,44,2,1,1,1,0,0,0,51,0
CE,7811818303,Sofía Castaneda,16051940,31,20,65,14,1,1,5,0,0,0,1,637,1
CC,0359964556,Melissa Cifuentes,22082001,86,94,38,96,2,1,4,0,0,0,0,683,0
CC,2279168752,Manuela González,04081937,89,11,28,47,5,1,1,1,1,0,1,362,1
CE,5358643933,Daniela Cartagena,28011977,33,28,39,93,3,1,3,1,0,1,1,522,0
CE,4972180519,María Murillo,12072012,59,11,15,68,5,0,2,1,0,1,0,12,0
CE,7346887880,Sofía Murillo,26102001,69,1,57,39,4,0,1,1,0,0,1,789,0
CC,6098173719,Luis Murillo,17021971,48,62,73,66,1,0,1,0,0,0,0,886,0
CE,5816037389,Luis Cartagena,21051934,50,1,15,1,4,1,2,0,1,1,1,138,1
CE,8906124379,María Hurtado,22071935,51,13,36,23,4,0,6,1,0,0,1,985,0
CE,6643297671,Ana Cartagena,13031959,22,73,12,19,6,0,1,0,0,1,0,62,0
CE,6287083529,Ana Hurtado,16041961,81,72,72,79,2,1,2,0,0,1,0,659,0
TI,5678626789,Manuela González,18071940,73,55,55,75,1,0,6,1,1,1,1,457,0
CE,6041815476,Juan López,08051981,54,58,97,36,3,1,4,1,1,0,1,380,1
CC,0888574848,Ana Murillo,09031990,17,4,86,51,1,1,3,1,1,1,1,700,1
CE,2421507631,Laura Cartagena,04101979,32,52,15,3,3,0,2,0,0,0,0,626,1
CE,7311333887,Daniela García,26051948,13,19,56,35,4,1,5,0,1,1,1,974,1
CC,2987902116,Gabriela Cifuentes,26121931,48,55,95,39,4,0,1,1,1,0,0,275,0
CE,5572393756,Luis Hurtado,02121924,81,83,18,36,3,1,6,1,1,0,0,487,1
CE,8213402550,Manuela Rodríguez,03121926,39,90,5,39,3,0,5,0,1,1,1,103,0
CE,0950909409,Carlos López,25051943,16,59,34,11,6,0,6,0,1,1,1,842,0
CC,3912524620,Melissa Martínez,27042000,89,38,52,56,1,1,3,1,1,0,1,270,1
CE,2084696798,Ana Hurtado,10121976,94,46,41,54,3,0,2,0,0,1,0,718,0
TI,0245577266,Carlos García,25091997,10,67,69,50,3,1,6,1,1,0,1,28,1
TI,2412010872,Juan Cifuentes,17101997,53,25,93,32,4,1,2,1,0,1,1,473,0
CC,2976406010,Laura González,11091946,43,90,52,16,6,0,4,0,1,0,1,849,1
CE,2302357851,Daniela Hernández,20071929,85,83,84,76,2,0,6,0,1,1,1,444,1
TI,8298525260,Juan Hurtado,06041979,24,3,50,76,6,1,6,0,1,1,1,675,0
CE,9460231916,Miguel Cifuentes,09031943,22,7,77,16,5,0,6,0,0,1,0,815,1
TI,4944808490,Gabriela Cifuentes,22121993,95,29,42,15,6,0,5,0,1,0,0,27,0
CE,7190121033,Daniela Cifuentes,27041960,67,48,91,20,3,0,5,1,0,0,1,854,0
TI,9957125296,Juan Perez,03071984,16,5,28,81,5,1,6,1,0,0,0,514,0
CE,5665973269,Laura Martínez,01071954,32,52,1,59,2,0,5,0,1,0,1,673,1
TI,2210093349,Luis Castaneda,21061938,5,94,85,77,6,1,1,1,1,0,1,325,1
CC,5480940626,Carlos Cartagena,08121951,27,92,84,57,2,0,4,0,1,0,1,146,1
TI,8651930335,Daniela Martínez,25022005,68,53,16,47,5,0,2,0,0,0,0,264,0
TI,0014096865,David Cifuentes,25021984,96,51,61,68,2,1,4,1,0,0,0,906,0
TI,0906262233,Marcela Cifuentes,13031990,21,30,12,52,5,1,2,0,1,1,1,277,1
CE,9150435727,Daniela González,09071979,9,33,8,53,3,0,1,0,0,0,1,637,0
TI,6901493042,Carlos González,25041942,63,66,4,29,4,1,4,0,0,0,1,588,0
CC,0199565227,Luis López,26092000,54,66,75,22,3,1,4,1,1,0,0,894,1
CC,1317174698,Laura García,14042004,4,83,59,55,2,0,4,1,1,0,1,273,1
CC,4424268384,Manuela López,13071946,47,20,46,7,1,0,5,1,1,0,0,17,0
CE,3526195395,Manuela Murillo,19051928,8,76,31,8,5,0,5,1,1,1,1,454,0
CE,6775127481,Gabriela García,14061936,53,50,19,100,6,0,5,1,1,1,1,279,0
CE,4986288231,Marcela Murillo,18061989,99,88,74,57,2,1,2,1,0,0,0,896,0
CC,2108186014,Manuela Cifuentes,17121945,5,85,55,50,4,1,1,0,0,0,1,113,0
CC,0896033431,Juan Perez,16092007,18,57,72,92,6,0,5,1,0,1,1,927,1
CE,7834402414,Sofía Martínez,15122006,78,78,98,9,5,1,5,1,1,0,0,426,1
TI,0810067151,María Perez,15041926,27,33,24,54,5,0,3,1,0,1,0,60,1
CE,4785593797,Ana Rodríguez,24101975,2,58,98,75,4,1,2,0,1,0,0,700,1
CC,9147335902,Sofía Cartagena,28091924,39,32,94,1,1,0,4,1,0,0,0,451,1
TI,7470463931,Gabriela Castaneda,01101977,81,58,1,21,1,1,1,0,1,1,0,901,0
CC,4152996829,Manuela González,07081987,13,66,25,88,4,1,4,0,0,0,1,315,1
CE,8530490149,Ana García,23111958,35,70,6,61,5,0,1,1,0,1,0,642,0
TI,8758876910,Miguel Hurtado,26121921,31,14,28,77,1,1,2,1,0,1,0,422,1
TI,5322260184,David Castaneda,21061931,62,49,32,57,5,0,3,0,0,0,1,679,1
CE,0283201450,Luis López,22011924,25,39,52,95,2,0,6,1,1,1,0,148,0
CC,4725779637,Melissa López,16031939,25,28,83,40,5,1,5,0,0,0,1,789,0
TI,7460104819,Laura López,07081938,58,17,26,65,3,1,3,0,1,0,1,283,0
TI,4838692274,Daniela Martínez,01031944,2,7,10,74,5,0,1,1,1,1,1,508,1
CC,7755430151,María Cifuentes,18121975,83,6,25,62,6,0,5,0,0,1,0,926,0
CC,2353412775,Ana Castaneda,22092001,59,27,80,77,5,1,6,0,1,0,0,712,1
CE,9664034679,Miguel Murillo,26071972,5,96,57,28,5,0,1,0,1,1,1,896,0
CE,6315825152,Gabriela Hurtado,17052009,69,78,73,74,2,1,4,0,1,0,1,916,1
